,state,year,quater,district,registered_users,app_opens
8196,madhya-pradesh,2022,2,chhindwara district,557958,74250829
8197,madhya-pradesh,2022,2,umaria district,109416,20271349
8198,madhya-pradesh,2022,2,mandla district,176186,33770089
8199,madhya-pradesh,2022,2,indore district,2412576,45049827
8200,madhya-pradesh,2022,2,shahdol district,232570,31344146
8201,madhya-pradesh,2022,2,ratlam district,437346,37515472
8202,madhya-pradesh,2022,2,panna district,142521,29004914
8203,madhya-pradesh,2022,2,chhatarpur district,361336,37291459
8204,madhya-pradesh,2022,3,morena district,435365,29225681
8205,madhya-pradesh,2022,3,alirajpur district,69009,16877220
8206,madhya-pradesh,2022,3,sehore district,479372,53923607
8207,madhya-pradesh,2022,3,rajgarh district,412875,71480112
8208,madhya-pradesh,2022,3,khargone district,419471,71179836
8209,madhya-pradesh,2022,3,satna district,544011,38676527
8210,madhya-pradesh,2022,3,narsinghpur district,314303,26656335
8211,madhya-pradesh,2022,3,jabalpur district,935649,27371579
8212,madhya-pradesh,2022,3,hoshangabad district,408032,33285369
8213,madhya-pradesh,2022,3,vidisha district,409741,52919367
8214,madhya-pradesh,2022,3,balaghat district,412637,45695665
8215,madhya-pradesh,2022,3,singrauli district,329936,48468832
8216,madhya-pradesh,2022,3,betul district,420313,58352021
8217,madhya-pradesh,2022,3,sidhi district,206995,31410932
8218,madhya-pradesh,2022,3,datia district,158829,17977792
8219,madhya-pradesh,2022,3,dewas district,528609,58429919
8220,madhya-pradesh,2022,3,sheopur district,112197,21431237
8221,madhya-pradesh,2022,3,neemuch district,268121,29133456
8222,madhya-pradesh,2022,3,raisen district,404002,59864493
8223,madhya-pradesh,2022,3,mandsaur district,422561,47666481
8224,madhya-pradesh,2022,3,barwani district,204774,48429855
8225,madhya-pradesh,2022,3,katni district,289612,23958915
8226,madhya-pradesh,2022,3,dindori district,99562,24648232
8227,madhya-pradesh,2022,3,shivpuri district,335634,61750862
8228,madhya-pradesh,2022,3,gwalior district,1022539,28192045
8229,madhya-pradesh,2022,3,anuppur district,167443,20720517
8230,madhya-pradesh,2022,3,agar malwa district,140546,28616132
8231,madhya-pradesh,2022,3,ashoknagar district,165136,30387274
8232,madhya-pradesh,2022,3,sagar district,638100,56677931
8233,madhya-pradesh,2022,3,niwari district,72766,8289995
8234,madhya-pradesh,2022,3,rewa district,594588,37408250
8235,madhya-pradesh,2022,3,shajapur district,283357,31597403
8236,madhya-pradesh,2022,3,ujjain district,758373,50239625
8237,madhya-pradesh,2022,3,bhind district,364727,24809380
8238,madhya-pradesh,2022,3,tikamgarh district,185137,24758479
8239,madhya-pradesh,2022,3,seoni district,301695,56156395
8240,madhya-pradesh,2022,3,harda district,147408,16442271
8241,madhya-pradesh,2022,3,burhanpur district,170570,20701276
8242,madhya-pradesh,2022,3,damoh district,223787,31771825
8243,madhya-pradesh,2022,3,bhopal district,1915532,32150298
8244,madhya-pradesh,2022,3,jhabua district,147923,31857270
8245,madhya-pradesh,2022,3,dhar district,618777,73703546
8246,madhya-pradesh,2022,3,guna district,384769,50337317
8247,madhya-pradesh,2022,3,east nimar district,296196,48275500
8248,madhya-pradesh,2022,3,chhindwara district,587412,75662167
8249,madhya-pradesh,2022,3,umaria district,115138,20550481
8250,madhya-pradesh,2022,3,mandla district,185530,34015763
8251,madhya-pradesh,2022,3,indore district,2537328,47700154
8252,madhya-pradesh,2022,3,shahdol district,244785,32734482
8253,madhya-pradesh,2022,3,ratlam district,461592,42135446
8254,madhya-pradesh,2022,3,panna district,149974,29701061
8255,madhya-pradesh,2022,3,chhatarpur district,381482,41965141
8256,madhya-pradesh,2022,4,morena district,456927,23288133
8257,madhya-pradesh,2022,4,alirajpur district,71948,4870910
8258,madhya-pradesh,2022,4,sehore district,502032,38231076
8259,madhya-pradesh,2022,4,rajgarh district,432979,37459175
8260,madhya-pradesh,2022,4,khargone district,438987,34936817
8261,madhya-pradesh,2022,4,satna district,569320,27973155
8262,madhya-pradesh,2022,4,narsinghpur district,328345,17210311
8263,madhya-pradesh,2022,4,jabalpur district,980428,41846766
8264,madhya-pradesh,2022,4,hoshangabad district,427054,24906685
8265,madhya-pradesh,2022,4,vidisha district,428827,23185641
8266,madhya-pradesh,2022,4,balaghat district,432044,26396882
8267,madhya-pradesh,2022,4,singrauli district,345865,22272377
8268,madhya-pradesh,2022,4,betul district,438735,24111053
8269,madhya-pradesh,2022,4,sidhi district,216301,12604162
8270,madhya-pradesh,2022,4,datia district,166146,8629541
8271,madhya-pradesh,2022,4,dewas district,553297,43996983
8272,madhya-pradesh,2022,4,sheopur district,117173,7019627
8273,madhya-pradesh,2022,4,neemuch district,280695,17621309
8274,madhya-pradesh,2022,4,raisen district,422588,30548973
8275,madhya-pradesh,2022,4,mandsaur district,442210,28091170
8276,madhya-pradesh,2022,4,barwani district,213948,16755678
8277,madhya-pradesh,2022,4,katni district,302854,16500045
8278,madhya-pradesh,2022,4,dindori district,103662,6035734
8279,madhya-pradesh,2022,4,shivpuri district,351269,21500488
8280,madhya-pradesh,2022,4,gwalior district,1073648,45930098
8281,madhya-pradesh,2022,4,anuppur district,174706,9376305
8282,madhya-pradesh,2022,4,agar malwa district,147143,12762713
8283,madhya-pradesh,2022,4,ashoknagar district,172336,9899893
8284,madhya-pradesh,2022,4,sagar district,667526,33185928
8285,madhya-pradesh,2022,4,niwari district,76105,4051188
8286,madhya-pradesh,2022,4,rewa district,622122,30243159
8287,madhya-pradesh,2022,4,shajapur district,296780,22736814
8288,madhya-pradesh,2022,4,ujjain district,794711,52095488
8289,madhya-pradesh,2022,4,bhind district,382471,17531261
8290,madhya-pradesh,2022,4,tikamgarh district,193659,10491591
8291,madhya-pradesh,2022,4,seoni district,314556,20379082
8292,madhya-pradesh,2022,4,harda district,154023,10530285
8293,madhya-pradesh,2022,4,burhanpur district,178750,11157932
8294,madhya-pradesh,2022,4,damoh district,233462,12019861
8295,madhya-pradesh,2022,4,bhopal district,2009655,119312036
8296,madhya-pradesh,2022,4,jhabua district,154481,11635082
8297,madhya-pradesh,2022,4,dhar district,648535,52813178
8298,madhya-pradesh,2022,4,guna district,403515,20527886
8299,madhya-pradesh,2022,4,east nimar district,309932,22866187
8300,madhya-pradesh,2022,4,chhindwara district,613456,35491677
8301,madhya-pradesh,2022,4,umaria district,120128,6482976
8302,madhya-pradesh,2022,4,mandla district,193318,10767950
8303,madhya-pradesh,2022,4,indore district,2660518,179643787
8304,madhya-pradesh,2022,4,shahdol district,255641,14202505
8305,madhya-pradesh,2022,4,ratlam district,484038,28421055
8306,madhya-pradesh,2022,4,panna district,156023,9147623
8307,madhya-pradesh,2022,4,chhatarpur district,399052,18586587
8308,madhya-pradesh,2023,1,morena district,479647,37631269
8309,madhya-pradesh,2023,1,alirajpur district,75360,23434331
8310,madhya-pradesh,2023,1,sehore district,526495,65379842
8311,madhya-pradesh,2023,1,rajgarh district,454742,87778262
8312,madhya-pradesh,2023,1,khargone district,460046,77096706
8313,madhya-pradesh,2023,1,satna district,596769,52881467
8314,madhya-pradesh,2023,1,narsinghpur district,343846,34114219
8315,madhya-pradesh,2023,1,jabalpur district,1025803,39083376
8316,madhya-pradesh,2023,1,hoshangabad district,447376,39928185
8317,madhya-pradesh,2023,1,vidisha district,449990,68496548
8318,madhya-pradesh,2023,1,balaghat district,452700,58300660
8319,madhya-pradesh,2023,1,singrauli district,362658,65603700
8320,madhya-pradesh,2023,1,betul district,459626,69729003
8321,madhya-pradesh,2023,1,sidhi district,226795,41401608
8322,madhya-pradesh,2023,1,datia district,173988,21850490
8323,madhya-pradesh,2023,1,dewas district,579697,75964676
8324,madhya-pradesh,2023,1,sheopur district,122856,29666430
8325,madhya-pradesh,2023,1,neemuch district,294613,34986206
8326,madhya-pradesh,2023,1,raisen district,443050,71097545
8327,madhya-pradesh,2023,1,mandsaur district,463718,59763542
8328,madhya-pradesh,2023,1,barwani district,224144,67968547
8329,madhya-pradesh,2023,1,katni district,317477,31459722
8330,madhya-pradesh,2023,1,dindori district,108680,38322192
8331,madhya-pradesh,2023,1,shivpuri district,368571,77723539
8332,madhya-pradesh,2023,1,gwalior district,1123707,34624349
8333,madhya-pradesh,2023,1,anuppur district,183119,25516447
8334,madhya-pradesh,2023,1,agar malwa district,154686,31911322
8335,madhya-pradesh,2023,1,ashoknagar district,180467,37121086
8336,madhya-pradesh,2023,1,sagar district,699722,72760363
8337,madhya-pradesh,2023,1,niwari district,79831,9762781
8338,madhya-pradesh,2023,1,rewa district,651354,47280365
8339,madhya-pradesh,2023,1,shajapur district,311369,42769385
8340,madhya-pradesh,2023,1,ujjain district,832451,68659362
8341,madhya-pradesh,2023,1,bhind district,401533,34108201
8342,madhya-pradesh,2023,1,tikamgarh district,203615,34104680
8343,madhya-pradesh,2023,1,seoni district,329353,72346958
8344,madhya-pradesh,2023,1,harda district,161225,25064139
8345,madhya-pradesh,2023,1,burhanpur district,187246,28593494
8346,madhya-pradesh,2023,1,damoh district,244449,47365687
8347,madhya-pradesh,2023,1,bhopal district,2101098,36857306
8348,madhya-pradesh,2023,1,jhabua district,162127,40991184
8349,madhya-pradesh,2023,1,dhar district,679569,96755650
8350,madhya-pradesh,2023,1,guna district,423812,59399911
8351,madhya-pradesh,2023,1,east nimar district,325222,64812841
8352,madhya-pradesh,2023,1,chhindwara district,642022,85439101
8353,madhya-pradesh,2023,1,umaria district,125957,29184137
8354,madhya-pradesh,2023,1,mandla district,202648,40564672
8355,madhya-pradesh,2023,1,indore district,2780295,57741292
8356,madhya-pradesh,2023,1,shahdol district,267723,44837756
8357,madhya-pradesh,2023,1,ratlam district,507397,49315913
8358,madhya-pradesh,2023,1,panna district,163536,41423381
8359,madhya-pradesh,2023,1,chhatarpur district,418638,59282579
8360,madhya-pradesh,2023,2,morena district,501991,44303961
8361,madhya-pradesh,2023,2,alirajpur district,79103,33655290
8362,madhya-pradesh,2023,2,sehore district,550240,75759384
8363,madhya-pradesh,2023,2,rajgarh district,476568,95790411
8364,madhya-pradesh,2023,2,khargone district,480998,90066564
8365,madhya-pradesh,2023,2,satna district,623076,62087030
8366,madhya-pradesh,2023,2,narsinghpur district,359174,33933096
8367,madhya-pradesh,2023,2,jabalpur district,1065846,46208809
8368,madhya-pradesh,2023,2,hoshangabad district,466410,48289574
8369,madhya-pradesh,2023,2,vidisha district,470884,76792927
8370,madhya-pradesh,2023,2,balaghat district,473522,57362715
8371,madhya-pradesh,2023,2,singrauli district,379057,72561114
8372,madhya-pradesh,2023,2,betul district,480548,82699553
8373,madhya-pradesh,2023,2,sidhi district,237697,51657758
8374,madhya-pradesh,2023,2,datia district,182229,25734205
8375,madhya-pradesh,2023,2,dewas district,605064,86037242
8376,madhya-pradesh,2023,2,sheopur district,128883,29668961
8377,madhya-pradesh,2023,2,neemuch district,307893,41838144
8378,madhya-pradesh,2023,2,raisen district,463359,85008383
8379,madhya-pradesh,2023,2,mandsaur district,485021,57161622
8380,madhya-pradesh,2023,2,barwani district,234410,78673276
8381,madhya-pradesh,2023,2,katni district,331658,35762902
8382,madhya-pradesh,2023,2,dindori district,114018,47735012
8383,madhya-pradesh,2023,2,shivpuri district,386527,86644836
8384,madhya-pradesh,2023,2,gwalior district,1168513,39446121
8385,madhya-pradesh,2023,2,anuppur district,191497,32180305
8386,madhya-pradesh,2023,2,agar malwa district,162283,38105847
8387,madhya-pradesh,2023,2,ashoknagar district,189217,38560971
8388,madhya-pradesh,2023,2,sagar district,730094,84163812
8389,madhya-pradesh,2023,2,niwari district,83757,13164451
8390,madhya-pradesh,2023,2,rewa district,680100,63293893
8391,madhya-pradesh,2023,2,shajapur district,325913,37918115
8392,madhya-pradesh,2023,2,ujjain district,868546,70456020
8393,madhya-pradesh,2023,2,bhind district,420416,44645036
8394,madhya-pradesh,2023,2,tikamgarh district,213514,35225740
8395,madhya-pradesh,2023,2,seoni district,344864,84759817
8396,madhya-pradesh,2023,2,harda district,168686,35419049
8397,madhya-pradesh,2023,2,burhanpur district,195346,32515070
8398,madhya-pradesh,2023,2,damoh district,255940,50430375
8399,madhya-pradesh,2023,2,bhopal district,2179557,44019208
8400,madhya-pradesh,2023,2,jhabua district,169870,46313281
8401,madhya-pradesh,2023,2,dhar district,710181,111729816
8402,madhya-pradesh,2023,2,guna district,443002,67027382
8403,madhya-pradesh,2023,2,east nimar district,340076,74236041
8404,madhya-pradesh,2023,2,chhindwara district,670155,90179200
8405,madhya-pradesh,2023,2,umaria district,131892,29365794
8406,madhya-pradesh,2023,2,mandla district,212201,49178899
8407,madhya-pradesh,2023,2,indore district,2883610,57765917
8408,madhya-pradesh,2023,2,shahdol district,279795,50821975
8409,madhya-pradesh,2023,2,ratlam district,530037,51291197
8410,madhya-pradesh,2023,2,panna district,171675,51268795
8411,madhya-pradesh,2023,2,chhatarpur district,438017,76713826
8412,madhya-pradesh,2023,3,morena district,523618,55772952
8413,madhya-pradesh,2023,3,alirajpur district,82755,61635791
8414,madhya-pradesh,2023,3,sehore district,574004,68574381
8415,madhya-pradesh,2023,3,rajgarh district,498342,85082042
8416,madhya-pradesh,2023,3,khargone district,502250,120767554
8417,madhya-pradesh,2023,3,satna district,649398,64078134
8418,madhya-pradesh,2023,3,narsinghpur district,374949,33398789
8419,madhya-pradesh,2023,3,jabalpur district,1108465,53599643
8420,madhya-pradesh,2023,3,hoshangabad district,485827,54558428
8421,madhya-pradesh,2023,3,vidisha district,491997,84360270
8422,madhya-pradesh,2023,3,balaghat district,494116,63375517
8423,madhya-pradesh,2023,3,singrauli district,395859,69276857
8424,madhya-pradesh,2023,3,betul district,501106,119087448
8425,madhya-pradesh,2023,3,sidhi district,248343,52621312
8426,madhya-pradesh,2023,3,datia district,190350,32372149
8427,madhya-pradesh,2023,3,dewas district,631092,81569960
8428,madhya-pradesh,2023,3,sheopur district,134878,57224402
8429,madhya-pradesh,2023,3,neemuch district,321168,44607023
8430,madhya-pradesh,2023,3,raisen district,483639,90411025
8431,madhya-pradesh,2023,3,mandsaur district,506057,62392434
8432,madhya-pradesh,2023,3,barwani district,244670,111366342
8433,madhya-pradesh,2023,3,katni district,346211,53941547
8434,madhya-pradesh,2023,3,dindori district,119625,53110352
8435,madhya-pradesh,2023,3,shivpuri district,404501,110216384
8436,madhya-pradesh,2023,3,gwalior district,1215484,55087340
8437,madhya-pradesh,2023,3,anuppur district,199852,35927203
8438,madhya-pradesh,2023,3,agar malwa district,169779,40303565
8439,madhya-pradesh,2023,3,ashoknagar district,197767,50693463
8440,madhya-pradesh,2023,3,sagar district,761623,93899808
8441,madhya-pradesh,2023,3,niwari district,87496,21802340
8442,madhya-pradesh,2023,3,rewa district,708385,60349952
8443,madhya-pradesh,2023,3,shajapur district,340357,35532200
8444,madhya-pradesh,2023,3,ujjain district,905474,72105748
8445,madhya-pradesh,2023,3,bhind district,439197,44531245
8446,madhya-pradesh,2023,3,tikamgarh district,223613,42345853
8447,madhya-pradesh,2023,3,seoni district,360143,103764316
8448,madhya-pradesh,2023,3,harda district,175942,36579857
8449,madhya-pradesh,2023,3,burhanpur district,203868,67368570
8450,madhya-pradesh,2023,3,damoh district,267332,62535379
8451,madhya-pradesh,2023,3,bhopal district,2265685,41064649
8452,madhya-pradesh,2023,3,jhabua district,177684,77169061
8453,madhya-pradesh,2023,3,dhar district,740878,149886193
8454,madhya-pradesh,2023,3,guna district,462884,94517762
8455,madhya-pradesh,2023,3,east nimar district,355175,87245982
8456,madhya-pradesh,2023,3,chhindwara district,698604,114853112
8457,madhya-pradesh,2023,3,umaria district,137969,33237721
8458,madhya-pradesh,2023,3,mandla district,221870,56922238
8459,madhya-pradesh,2023,3,indore district,2996261,57609040
8460,madhya-pradesh,2023,3,shahdol district,291626,65075439
8461,madhya-pradesh,2023,3,ratlam district,553133,67144841
8462,madhya-pradesh,2023,3,panna district,179723,52413560
8463,madhya-pradesh,2023,3,chhatarpur district,458009,91796995
8464,maharashtra,2018,1,jalgaon district,156359,0
8465,maharashtra,2018,1,latur district,101698,0
8466,maharashtra,2018,1,thane district,631864,0
8467,maharashtra,2018,1,bhandara district,38732,0
8468,maharashtra,2018,1,nandurbar district,27766,0
8469,maharashtra,2018,1,chandrapur district,67034,0
8470,maharashtra,2018,1,kolhapur district,172528,0
8471,maharashtra,2018,1,solapur district,190033,0
8472,maharashtra,2018,1,mumbai district,233538,0
8473,maharashtra,2018,1,sindhudurg district,19427,0
8474,maharashtra,2018,1,dhule district,63040,0
8475,maharashtra,2018,1,wardha district,46502,0
8476,maharashtra,2018,1,parbhani district,57487,0
8477,maharashtra,2018,1,mumbai suburban district,719300,0
8478,maharashtra,2018,1,hingoli district,27545,0
8479,maharashtra,2018,1,ratnagiri district,32596,0
8480,maharashtra,2018,1,nanded district,99716,0
8481,maharashtra,2018,1,osmanabad district,51994,0
8482,maharashtra,2018,1,nagpur district,280007,0
8483,maharashtra,2018,1,buldhana district,84962,0
8484,maharashtra,2018,1,nashik district,321402,0
8485,maharashtra,2018,1,akola district,56295,0
8486,maharashtra,2018,1,yavatmal district,57137,0
8487,maharashtra,2018,1,aurangabad district,266324,0
8488,maharashtra,2018,1,amravati district,100458,0
8489,maharashtra,2018,1,washim district,29299,0
8490,maharashtra,2018,1,sangli district,108867,0
8491,maharashtra,2018,1,gadchiroli district,20462,0
8492,maharashtra,2018,1,raigad district,173015,0
8493,maharashtra,2018,1,palghar district,172502,0
8494,maharashtra,2018,1,jalna district,60373,0
8495,maharashtra,2018,1,gondia district,37761,0
8496,maharashtra,2018,1,ahmednagar district,197473,0
8497,maharashtra,2018,1,pune district,1211643,0
8498,maharashtra,2018,1,beed district,75552,0
8499,maharashtra,2018,1,satara district,116303,0
8500,maharashtra,2018,2,jalgaon district,210918,0
8501,maharashtra,2018,2,latur district,135843,0
8502,maharashtra,2018,2,thane district,861292,0
8503,maharashtra,2018,2,bhandara district,54045,0
8504,maharashtra,2018,2,nandurbar district,38235,0
8505,maharashtra,2018,2,chandrapur district,93704,0
8506,maharashtra,2018,2,kolhapur district,231603,0
8507,maharashtra,2018,2,solapur district,259084,0
8508,maharashtra,2018,2,mumbai district,319588,0
8509,maharashtra,2018,2,sindhudurg district,26643,0
8510,maharashtra,2018,2,dhule district,86922,0
8511,maharashtra,2018,2,wardha district,63159,0
8512,maharashtra,2018,2,parbhani district,75309,0
8513,maharashtra,2018,2,mumbai suburban district,957633,0
8514,maharashtra,2018,2,hingoli district,37346,0
8515,maharashtra,2018,2,ratnagiri district,45361,0
8516,maharashtra,2018,2,nanded district,132935,0
8517,maharashtra,2018,2,osmanabad district,71243,0
8518,maharashtra,2018,2,nagpur district,380425,0
8519,maharashtra,2018,2,buldhana district,114637,0
8520,maharashtra,2018,2,nashik district,436668,0
8521,maharashtra,2018,2,akola district,76778,0
8522,maharashtra,2018,2,yavatmal district,78775,0
8523,maharashtra,2018,2,aurangabad district,347838,0
8524,maharashtra,2018,2,amravati district,136760,0
8525,maharashtra,2018,2,washim district,39995,0
8526,maharashtra,2018,2,sangli district,148370,0
8527,maharashtra,2018,2,gadchiroli district,29230,0
8528,maharashtra,2018,2,raigad district,238251,0
8529,maharashtra,2018,2,palghar district,239053,0
8530,maharashtra,2018,2,jalna district,80013,0
8531,maharashtra,2018,2,gondia district,52497,0
8532,maharashtra,2018,2,ahmednagar district,268520,0
8533,maharashtra,2018,2,pune district,1592293,0
8534,maharashtra,2018,2,beed district,102259,0
8535,maharashtra,2018,2,satara district,159146,0
8536,maharashtra,2018,3,jalgaon district,263135,0
8537,maharashtra,2018,3,latur district,170128,0
8538,maharashtra,2018,3,thane district,1104206,0
8539,maharashtra,2018,3,bhandara district,68672,0
8540,maharashtra,2018,3,nandurbar district,49904,0
8541,maharashtra,2018,3,chandrapur district,119898,0
8542,maharashtra,2018,3,kolhapur district,292239,0
8543,maharashtra,2018,3,solapur district,331428,0
8544,maharashtra,2018,3,mumbai district,410878,0
8545,maharashtra,2018,3,sindhudurg district,35352,0
8546,maharashtra,2018,3,dhule district,110815,0
8547,maharashtra,2018,3,wardha district,80412,0
8548,maharashtra,2018,3,parbhani district,94341,0
8549,maharashtra,2018,3,mumbai suburban district,1218632,0
8550,maharashtra,2018,3,hingoli district,48279,0
8551,maharashtra,2018,3,ratnagiri district,61998,0
8552,maharashtra,2018,3,nanded district,168414,0
8553,maharashtra,2018,3,osmanabad district,93240,0
8554,maharashtra,2018,3,nagpur district,487280,0
8555,maharashtra,2018,3,buldhana district,145183,0
8556,maharashtra,2018,3,nashik district,552556,0
8557,maharashtra,2018,3,akola district,96221,0
8558,maharashtra,2018,3,yavatmal district,102034,0
8559,maharashtra,2018,3,aurangabad district,428394,0
8560,maharashtra,2018,3,amravati district,170913,0
8561,maharashtra,2018,3,washim district,51549,0
8562,maharashtra,2018,3,sangli district,189937,0
8563,maharashtra,2018,3,gadchiroli district,38429,0
8564,maharashtra,2018,3,raigad district,308594,0
8565,maharashtra,2018,3,palghar district,312322,0
8566,maharashtra,2018,3,jalna district,102291,0
8567,maharashtra,2018,3,gondia district,67233,0
8568,maharashtra,2018,3,ahmednagar district,344804,0
8569,maharashtra,2018,3,pune district,1974138,0
8570,maharashtra,2018,3,beed district,132639,0
8571,maharashtra,2018,3,satara district,208545,0
8572,maharashtra,2018,4,jalgaon district,325677,0
8573,maharashtra,2018,4,latur district,212030,0
8574,maharashtra,2018,4,thane district,1473811,0
8575,maharashtra,2018,4,bhandara district,86513,0
8576,maharashtra,2018,4,nandurbar district,64012,0
8577,maharashtra,2018,4,chandrapur district,149712,0
8578,maharashtra,2018,4,kolhapur district,372286,0
8579,maharashtra,2018,4,solapur district,419060,0
8580,maharashtra,2018,4,mumbai district,543353,0
8581,maharashtra,2018,4,sindhudurg district,47259,0
8582,maharashtra,2018,4,dhule district,140033,0
8583,maharashtra,2018,4,wardha district,100626,0
8584,maharashtra,2018,4,parbhani district,117401,0
8585,maharashtra,2018,4,mumbai suburban district,1578487,0
8586,maharashtra,2018,4,hingoli district,60769,0
8587,maharashtra,2018,4,ratnagiri district,82907,0
8588,maharashtra,2018,4,nanded district,212108,0
8589,maharashtra,2018,4,osmanabad district,119476,0
8590,maharashtra,2018,4,nagpur district,627317,0
8591,maharashtra,2018,4,buldhana district,183255,0
8592,maharashtra,2018,4,nashik district,698343,0
8593,maharashtra,2018,4,akola district,121472,0
8594,maharashtra,2018,4,yavatmal district,129352,0
8595,maharashtra,2018,4,aurangabad district,534477,0
8596,maharashtra,2018,4,amravati district,213417,0
8597,maharashtra,2018,4,washim district,65005,0
8598,maharashtra,2018,4,sangli district,241022,0
8599,maharashtra,2018,4,gadchiroli district,48456,0
8600,maharashtra,2018,4,raigad district,405733,0
8601,maharashtra,2018,4,palghar district,414825,0
8602,maharashtra,2018,4,jalna district,129656,0
8603,maharashtra,2018,4,gondia district,83706,0
8604,maharashtra,2018,4,ahmednagar district,439246,0
8605,maharashtra,2018,4,pune district,2498852,0
8606,maharashtra,2018,4,beed district,170917,0
8607,maharashtra,2018,4,satara district,271031,0
8608,maharashtra,2019,1,jalgaon district,383547,0
8609,maharashtra,2019,1,latur district,250662,0
8610,maharashtra,2019,1,thane district,1834051,0
8611,maharashtra,2019,1,bhandara district,103514,0
8612,maharashtra,2019,1,nandurbar district,77352,0
8613,maharashtra,2019,1,chandrapur district,178696,0
8614,maharashtra,2019,1,kolhapur district,454858,0
8615,maharashtra,2019,1,solapur district,505662,0
8616,maharashtra,2019,1,mumbai district,670094,0
8617,maharashtra,2019,1,sindhudurg district,58911,0
8618,maharashtra,2019,1,dhule district,166252,0
8619,maharashtra,2019,1,wardha district,120193,0
8620,maharashtra,2019,1,parbhani district,138597,0
8621,maharashtra,2019,1,mumbai suburban district,1901210,0
8622,maharashtra,2019,1,hingoli district,72615,0
8623,maharashtra,2019,1,ratnagiri district,103057,0
8624,maharashtra,2019,1,nanded district,252342,0
8625,maharashtra,2019,1,osmanabad district,145109,0
8626,maharashtra,2019,1,nagpur district,765612,0
8627,maharashtra,2019,1,buldhana district,218739,0
8628,maharashtra,2019,1,nashik district,853648,0
8629,maharashtra,2019,1,akola district,144784,0
8630,maharashtra,2019,1,yavatmal district,155775,0
8631,maharashtra,2019,1,aurangabad district,644687,0
8632,maharashtra,2019,1,amravati district,260174,0
8633,maharashtra,2019,1,washim district,78091,0
8634,maharashtra,2019,1,sangli district,291314,0
8635,maharashtra,2019,1,gadchiroli district,57518,0
8636,maharashtra,2019,1,raigad district,509108,0
8637,maharashtra,2019,1,palghar district,521918,0
8638,maharashtra,2019,1,jalna district,156361,0
8639,maharashtra,2019,1,gondia district,98644,0
8640,maharashtra,2019,1,ahmednagar district,532651,0
8641,maharashtra,2019,1,pune district,3038402,0
8642,maharashtra,2019,1,beed district,207350,0
8643,maharashtra,2019,1,satara district,332953,0
8644,maharashtra,2019,2,jalgaon district,433653,2134771
8645,maharashtra,2019,2,latur district,284135,1523453
8646,maharashtra,2019,2,thane district,2118406,11296340
8647,maharashtra,2019,2,bhandara district,118943,625433
8648,maharashtra,2019,2,nandurbar district,89105,421478
8649,maharashtra,2019,2,chandrapur district,204382,908090
8650,maharashtra,2019,2,kolhapur district,526335,2248114
8651,maharashtra,2019,2,solapur district,581443,3248371
8652,maharashtra,2019,2,mumbai district,785480,4012074
8653,maharashtra,2019,2,sindhudurg district,70229,262505
8654,maharashtra,2019,2,dhule district,188514,926918
8655,maharashtra,2019,2,wardha district,137995,714597
8656,maharashtra,2019,2,parbhani district,156183,760632
8657,maharashtra,2019,2,mumbai suburban district,2151657,11278764
8658,maharashtra,2019,2,hingoli district,82935,410145
8659,maharashtra,2019,2,ratnagiri district,122555,450997
8660,maharashtra,2019,2,nanded district,286168,1442512
8661,maharashtra,2019,2,osmanabad district,168641,975496
8662,maharashtra,2019,2,nagpur district,887042,5659280
8663,maharashtra,2019,2,buldhana district,248759,1304782
8664,maharashtra,2019,2,nashik district,995687,6368818
8665,maharashtra,2019,2,akola district,165680,739009
8666,maharashtra,2019,2,yavatmal district,179544,820660
8667,maharashtra,2019,2,aurangabad district,736863,5216788
8668,maharashtra,2019,2,amravati district,308694,1874961
8669,maharashtra,2019,2,washim district,89639,429527
8670,maharashtra,2019,2,sangli district,337602,1425757
8671,maharashtra,2019,2,gadchiroli district,66341,347451
8672,maharashtra,2019,2,raigad district,594675,3007157
8673,maharashtra,2019,2,palghar district,608184,3056750
8674,maharashtra,2019,2,jalna district,180668,968650
8675,maharashtra,2019,2,gondia district,111756,560345
8676,maharashtra,2019,2,ahmednagar district,614812,3200373
8677,maharashtra,2019,2,pune district,3514081,28350305
8678,maharashtra,2019,2,beed district,239775,1204613
8679,maharashtra,2019,2,satara district,390414,1791789
8680,maharashtra,2019,3,jalgaon district,484320,7521590
8681,maharashtra,2019,3,latur district,317568,5434923
8682,maharashtra,2019,3,thane district,2396815,42873101
8683,maharashtra,2019,3,bhandara district,133936,2083768
8684,maharashtra,2019,3,nandurbar district,100724,1474214
8685,maharashtra,2019,3,chandrapur district,230287,3166372
8686,maharashtra,2019,3,kolhapur district,596174,8193309
8687,maharashtra,2019,3,solapur district,656265,12732297
8688,maharashtra,2019,3,mumbai district,889541,14809787
8689,maharashtra,2019,3,sindhudurg district,80642,932423
8690,maharashtra,2019,3,dhule district,210268,3282875
8691,maharashtra,2019,3,wardha district,155318,2487741
8692,maharashtra,2019,3,parbhani district,176060,2887387
8693,maharashtra,2019,3,mumbai suburban district,2407754,42728498
8694,maharashtra,2019,3,hingoli district,92993,1485748
8695,maharashtra,2019,3,ratnagiri district,141611,1636070
8696,maharashtra,2019,3,nanded district,320624,5340619
8697,maharashtra,2019,3,osmanabad district,190762,3523752
8698,maharashtra,2019,3,nagpur district,1015333,22477622
8699,maharashtra,2019,3,buldhana district,277803,4679657
