,state,year,quater,district,registered_users,app_opens
14329,uttar-pradesh,2018,1,mau district,36792,0
14330,uttar-pradesh,2018,1,mirzapur district,39327,0
14331,uttar-pradesh,2018,1,bulandshahr district,60527,0
14332,uttar-pradesh,2018,1,gonda district,34648,0
14333,uttar-pradesh,2018,1,jhansi district,74623,0
14334,uttar-pradesh,2018,1,chandauli district,38971,0
14335,uttar-pradesh,2018,1,bhadohi district,29109,0
14336,uttar-pradesh,2018,1,pratapgarh district,41557,0
14337,uttar-pradesh,2018,1,saharanpur district,73819,0
14338,uttar-pradesh,2018,1,bara banki district,36150,0
14339,uttar-pradesh,2018,1,bareilly district,112369,0
14340,uttar-pradesh,2018,1,sitapur district,39869,0
14341,uttar-pradesh,2018,1,sultanpur district,38698,0
14342,uttar-pradesh,2018,1,agra district,148387,0
14343,uttar-pradesh,2018,1,fatehpur district,26460,0
14344,uttar-pradesh,2018,1,rae bareli district,34388,0
14345,uttar-pradesh,2018,1,firozabad district,40297,0
14346,uttar-pradesh,2018,1,kheri district,51685,0
14347,uttar-pradesh,2018,1,gorakhpur district,132769,0
14348,uttar-pradesh,2018,1,unnao district,33339,0
14349,uttar-pradesh,2018,1,prayagraj district,220198,0
14350,uttar-pradesh,2018,1,sonbhadra district,44097,0
14351,uttar-pradesh,2018,1,ghazipur district,64317,0
14352,uttar-pradesh,2018,1,farrukhabad district,26440,0
14353,uttar-pradesh,2018,1,kannauj district,19583,0
14354,uttar-pradesh,2018,1,azamgarh district,68976,0
14355,uttar-pradesh,2018,1,ayodhya district,51410,0
14356,uttar-pradesh,2018,1,deoria district,61062,0
14357,uttar-pradesh,2018,1,ghaziabad district,329683,0
14358,uttar-pradesh,2018,2,amethi district,40163,0
14359,uttar-pradesh,2018,2,siddharthnagar district,35144,0
14360,uttar-pradesh,2018,2,auraiya district,30766,0
14361,uttar-pradesh,2018,2,sambhal district,30654,0
14362,uttar-pradesh,2018,2,kanpur nagar district,285101,0
14363,uttar-pradesh,2018,2,aligarh district,115765,0
14364,uttar-pradesh,2018,2,mahoba district,17894,0
14365,uttar-pradesh,2018,2,lucknow district,506261,0
14366,uttar-pradesh,2018,2,sant kabeer nagar district,28579,0
14367,uttar-pradesh,2018,2,hathras district,34682,0
14368,uttar-pradesh,2018,2,budaun district,39219,0
14369,uttar-pradesh,2018,2,moradabad district,77532,0
14370,uttar-pradesh,2018,2,kushinagar district,85133,0
14371,uttar-pradesh,2018,2,baghpat district,38162,0
14372,uttar-pradesh,2018,2,shahjahanpur district,53883,0
14373,uttar-pradesh,2018,2,muzaffarnagar district,76722,0
14374,uttar-pradesh,2018,2,ambedkar nagar district,51740,0
14375,uttar-pradesh,2018,2,bahraich district,32882,0
14376,uttar-pradesh,2018,2,jalaun district,44385,0
14377,uttar-pradesh,2018,2,rampur district,40457,0
14378,uttar-pradesh,2018,2,ballia district,85108,0
14379,uttar-pradesh,2018,2,shravasti district,7768,0
14380,uttar-pradesh,2018,2,kasganj district,22301,0
14381,uttar-pradesh,2018,2,varanasi district,288325,0
14382,uttar-pradesh,2018,2,gautam buddha nagar district,586350,0
14383,uttar-pradesh,2018,2,basti district,54600,0
14384,uttar-pradesh,2018,2,shamli district,31502,0
14385,uttar-pradesh,2018,2,maharajganj district,52303,0
14386,uttar-pradesh,2018,2,etawah district,39330,0
14387,uttar-pradesh,2018,2,etah district,28606,0
14388,uttar-pradesh,2018,2,banda district,25924,0
14389,uttar-pradesh,2018,2,bijnor district,72561,0
14390,uttar-pradesh,2018,2,hardoi district,47446,0
14391,uttar-pradesh,2018,2,balrampur district,19876,0
14392,uttar-pradesh,2018,2,amroha district,37694,0
14393,uttar-pradesh,2018,2,pilibhit district,39569,0
14394,uttar-pradesh,2018,2,mainpuri district,36613,0
14395,uttar-pradesh,2018,2,kanpur dehat district,26304,0
14396,uttar-pradesh,2018,2,jaunpur district,112290,0
14397,uttar-pradesh,2018,2,kaushambi district,17210,0
14398,uttar-pradesh,2018,2,hapur district,46702,0
14399,uttar-pradesh,2018,2,hamirpur district,23749,0
14400,uttar-pradesh,2018,2,meerut district,167212,0
14401,uttar-pradesh,2018,2,mathura district,97917,0
14402,uttar-pradesh,2018,2,chitrakoot district,14820,0
14403,uttar-pradesh,2018,2,lalitpur district,27662,0
14404,uttar-pradesh,2018,2,mau district,51611,0
14405,uttar-pradesh,2018,2,mirzapur district,55130,0
14406,uttar-pradesh,2018,2,bulandshahr district,83469,0
14407,uttar-pradesh,2018,2,gonda district,49536,0
14408,uttar-pradesh,2018,2,jhansi district,101307,0
14409,uttar-pradesh,2018,2,chandauli district,55341,0
14410,uttar-pradesh,2018,2,bhadohi district,40604,0
14411,uttar-pradesh,2018,2,pratapgarh district,58488,0
14412,uttar-pradesh,2018,2,saharanpur district,100762,0
14413,uttar-pradesh,2018,2,bara banki district,49758,0
14414,uttar-pradesh,2018,2,bareilly district,152939,0
14415,uttar-pradesh,2018,2,sitapur district,63705,0
14416,uttar-pradesh,2018,2,sultanpur district,53694,0
14417,uttar-pradesh,2018,2,agra district,205298,0
14418,uttar-pradesh,2018,2,fatehpur district,36479,0
14419,uttar-pradesh,2018,2,rae bareli district,47853,0
14420,uttar-pradesh,2018,2,firozabad district,57092,0
14421,uttar-pradesh,2018,2,kheri district,72988,0
14422,uttar-pradesh,2018,2,gorakhpur district,181126,0
14423,uttar-pradesh,2018,2,unnao district,46906,0
14424,uttar-pradesh,2018,2,prayagraj district,297113,0
14425,uttar-pradesh,2018,2,sonbhadra district,59887,0
14426,uttar-pradesh,2018,2,ghazipur district,91831,0
14427,uttar-pradesh,2018,2,farrukhabad district,36990,0
14428,uttar-pradesh,2018,2,kannauj district,28022,0
14429,uttar-pradesh,2018,2,azamgarh district,98441,0
14430,uttar-pradesh,2018,2,ayodhya district,71398,0
14431,uttar-pradesh,2018,2,deoria district,85805,0
14432,uttar-pradesh,2018,2,ghaziabad district,434115,0
14433,uttar-pradesh,2018,3,amethi district,51158,0
14434,uttar-pradesh,2018,3,siddharthnagar district,46175,0
14435,uttar-pradesh,2018,3,auraiya district,39943,0
14436,uttar-pradesh,2018,3,sambhal district,38981,0
14437,uttar-pradesh,2018,3,kanpur nagar district,349250,0
14438,uttar-pradesh,2018,3,aligarh district,144523,0
14439,uttar-pradesh,2018,3,mahoba district,22466,0
14440,uttar-pradesh,2018,3,lucknow district,620328,0
14441,uttar-pradesh,2018,3,sant kabeer nagar district,37785,0
14442,uttar-pradesh,2018,3,hathras district,44651,0
14443,uttar-pradesh,2018,3,budaun district,49900,0
14444,uttar-pradesh,2018,3,moradabad district,97965,0
14445,uttar-pradesh,2018,3,kushinagar district,110385,0
14446,uttar-pradesh,2018,3,baghpat district,49101,0
14447,uttar-pradesh,2018,3,shahjahanpur district,68001,0
14448,uttar-pradesh,2018,3,muzaffarnagar district,95844,0
14449,uttar-pradesh,2018,3,ambedkar nagar district,66611,0
14450,uttar-pradesh,2018,3,bahraich district,43463,0
14451,uttar-pradesh,2018,3,jalaun district,55786,0
14452,uttar-pradesh,2018,3,rampur district,51413,0
14453,uttar-pradesh,2018,3,ballia district,108942,0
14454,uttar-pradesh,2018,3,shravasti district,10400,0
14455,uttar-pradesh,2018,3,kasganj district,28828,0
14456,uttar-pradesh,2018,3,varanasi district,352604,0
14457,uttar-pradesh,2018,3,gautam buddha nagar district,727480,0
14458,uttar-pradesh,2018,3,basti district,70203,0
14459,uttar-pradesh,2018,3,shamli district,39785,0
14460,uttar-pradesh,2018,3,maharajganj district,74108,0
14461,uttar-pradesh,2018,3,etawah district,51033,0
14462,uttar-pradesh,2018,3,etah district,38217,0
14463,uttar-pradesh,2018,3,banda district,33328,0
14464,uttar-pradesh,2018,3,bijnor district,92326,0
14465,uttar-pradesh,2018,3,hardoi district,62574,0
14466,uttar-pradesh,2018,3,balrampur district,26607,0
14467,uttar-pradesh,2018,3,amroha district,48472,0
14468,uttar-pradesh,2018,3,pilibhit district,49998,0
14469,uttar-pradesh,2018,3,mainpuri district,47571,0
14470,uttar-pradesh,2018,3,kanpur dehat district,34514,0
14471,uttar-pradesh,2018,3,jaunpur district,144600,0
14472,uttar-pradesh,2018,3,kaushambi district,22789,0
14473,uttar-pradesh,2018,3,hapur district,59018,0
14474,uttar-pradesh,2018,3,hamirpur district,29906,0
14475,uttar-pradesh,2018,3,meerut district,205977,0
14476,uttar-pradesh,2018,3,mathura district,124162,0
14477,uttar-pradesh,2018,3,chitrakoot district,18928,0
14478,uttar-pradesh,2018,3,lalitpur district,34385,0
14479,uttar-pradesh,2018,3,mau district,66077,0
14480,uttar-pradesh,2018,3,mirzapur district,72693,0
14481,uttar-pradesh,2018,3,bulandshahr district,106236,0
14482,uttar-pradesh,2018,3,gonda district,65323,0
14483,uttar-pradesh,2018,3,jhansi district,123717,0
14484,uttar-pradesh,2018,3,chandauli district,69703,0
14485,uttar-pradesh,2018,3,bhadohi district,51097,0
14486,uttar-pradesh,2018,3,pratapgarh district,76177,0
14487,uttar-pradesh,2018,3,saharanpur district,125990,0
14488,uttar-pradesh,2018,3,bara banki district,63323,0
14489,uttar-pradesh,2018,3,bareilly district,187467,0
14490,uttar-pradesh,2018,3,sitapur district,79560,0
14491,uttar-pradesh,2018,3,sultanpur district,68140,0
14492,uttar-pradesh,2018,3,agra district,257453,0
14493,uttar-pradesh,2018,3,fatehpur district,46136,0
14494,uttar-pradesh,2018,3,rae bareli district,61003,0
14495,uttar-pradesh,2018,3,firozabad district,73219,0
14496,uttar-pradesh,2018,3,kheri district,92964,0
14497,uttar-pradesh,2018,3,gorakhpur district,224409,0
14498,uttar-pradesh,2018,3,unnao district,60921,0
14499,uttar-pradesh,2018,3,prayagraj district,363743,0
14500,uttar-pradesh,2018,3,sonbhadra district,73554,0
14501,uttar-pradesh,2018,3,ghazipur district,117553,0
14502,uttar-pradesh,2018,3,farrukhabad district,46996,0
14503,uttar-pradesh,2018,3,kannauj district,37221,0
14504,uttar-pradesh,2018,3,azamgarh district,128477,0
14505,uttar-pradesh,2018,3,ayodhya district,89623,0
14506,uttar-pradesh,2018,3,deoria district,108692,0
14507,uttar-pradesh,2018,3,ghaziabad district,538532,0
14508,uttar-pradesh,2018,4,amethi district,65745,0
14509,uttar-pradesh,2018,4,siddharthnagar district,59751,0
14510,uttar-pradesh,2018,4,auraiya district,50895,0
14511,uttar-pradesh,2018,4,sambhal district,49912,0
14512,uttar-pradesh,2018,4,kanpur nagar district,434315,0
14513,uttar-pradesh,2018,4,aligarh district,182322,0
14514,uttar-pradesh,2018,4,mahoba district,27920,0
14515,uttar-pradesh,2018,4,lucknow district,765152,0
14516,uttar-pradesh,2018,4,sant kabeer nagar district,49315,0
14517,uttar-pradesh,2018,4,hathras district,57495,0
14518,uttar-pradesh,2018,4,budaun district,64463,0
14519,uttar-pradesh,2018,4,moradabad district,124336,0
14520,uttar-pradesh,2018,4,kushinagar district,144642,0
14521,uttar-pradesh,2018,4,baghpat district,64197,0
14522,uttar-pradesh,2018,4,shahjahanpur district,86009,0
14523,uttar-pradesh,2018,4,muzaffarnagar district,121370,0
14524,uttar-pradesh,2018,4,ambedkar nagar district,85963,0
14525,uttar-pradesh,2018,4,bahraich district,56339,0
14526,uttar-pradesh,2018,4,jalaun district,69284,0
14527,uttar-pradesh,2018,4,rampur district,64475,0
14528,uttar-pradesh,2018,4,ballia district,140779,0
14529,uttar-pradesh,2018,4,shravasti district,13710,0
14530,uttar-pradesh,2018,4,kasganj district,37790,0
14531,uttar-pradesh,2018,4,varanasi district,447144,0
14532,uttar-pradesh,2018,4,gautam buddha nagar district,951342,0
14533,uttar-pradesh,2018,4,basti district,89814,0
14534,uttar-pradesh,2018,4,shamli district,50079,0
14535,uttar-pradesh,2018,4,maharajganj district,98406,0
14536,uttar-pradesh,2018,4,etawah district,65331,0
14537,uttar-pradesh,2018,4,etah district,49972,0
14538,uttar-pradesh,2018,4,banda district,42489,0
14539,uttar-pradesh,2018,4,bijnor district,117817,0
14540,uttar-pradesh,2018,4,hardoi district,80733,0
14541,uttar-pradesh,2018,4,balrampur district,35810,0
14542,uttar-pradesh,2018,4,amroha district,62580,0
14543,uttar-pradesh,2018,4,pilibhit district,63133,0
14544,uttar-pradesh,2018,4,mainpuri district,61346,0
14545,uttar-pradesh,2018,4,kanpur dehat district,44693,0
14546,uttar-pradesh,2018,4,jaunpur district,187107,0
14547,uttar-pradesh,2018,4,kaushambi district,29888,0
14548,uttar-pradesh,2018,4,hapur district,78340,0
14549,uttar-pradesh,2018,4,hamirpur district,37584,0
14550,uttar-pradesh,2018,4,meerut district,258843,0
14551,uttar-pradesh,2018,4,mathura district,158865,0
14552,uttar-pradesh,2018,4,chitrakoot district,24252,0
14553,uttar-pradesh,2018,4,lalitpur district,43360,0
14554,uttar-pradesh,2018,4,mau district,85632,0
14555,uttar-pradesh,2018,4,mirzapur district,100735,0
14556,uttar-pradesh,2018,4,bulandshahr district,138091,0
14557,uttar-pradesh,2018,4,gonda district,83827,0
14558,uttar-pradesh,2018,4,jhansi district,151158,0
14559,uttar-pradesh,2018,4,chandauli district,89834,0
14560,uttar-pradesh,2018,4,bhadohi district,65763,0
14561,uttar-pradesh,2018,4,pratapgarh district,99522,0
14562,uttar-pradesh,2018,4,saharanpur district,159512,0
14563,uttar-pradesh,2018,4,bara banki district,80410,0
14564,uttar-pradesh,2018,4,bareilly district,233073,0
14565,uttar-pradesh,2018,4,sitapur district,107047,0
14566,uttar-pradesh,2018,4,sultanpur district,86464,0
14567,uttar-pradesh,2018,4,agra district,322749,0
14568,uttar-pradesh,2018,4,fatehpur district,59456,0
14569,uttar-pradesh,2018,4,rae bareli district,77379,0
14570,uttar-pradesh,2018,4,firozabad district,93365,0
14571,uttar-pradesh,2018,4,kheri district,118112,0
14572,uttar-pradesh,2018,4,gorakhpur district,279761,0
14573,uttar-pradesh,2018,4,unnao district,79758,0
14574,uttar-pradesh,2018,4,prayagraj district,451019,0
14575,uttar-pradesh,2018,4,sonbhadra district,90627,0
14576,uttar-pradesh,2018,4,ghazipur district,150624,0
14577,uttar-pradesh,2018,4,farrukhabad district,59929,0
14578,uttar-pradesh,2018,4,kannauj district,50402,0
14579,uttar-pradesh,2018,4,azamgarh district,166527,0
14580,uttar-pradesh,2018,4,ayodhya district,113121,0
14581,uttar-pradesh,2018,4,deoria district,139588,0
14582,uttar-pradesh,2018,4,ghaziabad district,713372,0
14583,uttar-pradesh,2019,1,amethi district,80707,0
14584,uttar-pradesh,2019,1,siddharthnagar district,74730,0
14585,uttar-pradesh,2019,1,auraiya district,61805,0
14586,uttar-pradesh,2019,1,sambhal district,60840,0
14587,uttar-pradesh,2019,1,kanpur nagar district,511583,0
14588,uttar-pradesh,2019,1,aligarh district,221771,0
14589,uttar-pradesh,2019,1,mahoba district,33600,0
14590,uttar-pradesh,2019,1,lucknow district,896208,0
14591,uttar-pradesh,2019,1,sant kabeer nagar district,61589,0
14592,uttar-pradesh,2019,1,hathras district,71141,0
14593,uttar-pradesh,2019,1,budaun district,79306,0
14594,uttar-pradesh,2019,1,moradabad district,149856,0
14595,uttar-pradesh,2019,1,kushinagar district,178069,0
14596,uttar-pradesh,2019,1,baghpat district,79331,0
14597,uttar-pradesh,2019,1,shahjahanpur district,102828,0
14598,uttar-pradesh,2019,1,muzaffarnagar district,146672,0
14599,uttar-pradesh,2019,1,ambedkar nagar district,105456,0
14600,uttar-pradesh,2019,1,bahraich district,68614,0
14601,uttar-pradesh,2019,1,jalaun district,82094,0
14602,uttar-pradesh,2019,1,rampur district,78177,0
14603,uttar-pradesh,2019,1,ballia district,171902,0
14604,uttar-pradesh,2019,1,shravasti district,16894,0
14605,uttar-pradesh,2019,1,kasganj district,46990,0
14606,uttar-pradesh,2019,1,varanasi district,524667,0
14607,uttar-pradesh,2019,1,gautam buddha nagar district,1143614,0
14608,uttar-pradesh,2019,1,basti district,110068,0
14609,uttar-pradesh,2019,1,shamli district,60928,0
14610,uttar-pradesh,2019,1,maharajganj district,116789,0
14611,uttar-pradesh,2019,1,etawah district,79764,0
14612,uttar-pradesh,2019,1,etah district,62643,0
14613,uttar-pradesh,2019,1,banda district,51294,0
14614,uttar-pradesh,2019,1,bijnor district,142913,0
14615,uttar-pradesh,2019,1,hardoi district,97562,0
14616,uttar-pradesh,2019,1,balrampur district,44496,0
14617,uttar-pradesh,2019,1,amroha district,77180,0
14618,uttar-pradesh,2019,1,pilibhit district,76898,0
14619,uttar-pradesh,2019,1,mainpuri district,74458,0
14620,uttar-pradesh,2019,1,kanpur dehat district,55057,0
14621,uttar-pradesh,2019,1,jaunpur district,229957,0
14622,uttar-pradesh,2019,1,kaushambi district,36501,0
14623,uttar-pradesh,2019,1,hapur district,97238,0
14624,uttar-pradesh,2019,1,hamirpur district,44913,0
14625,uttar-pradesh,2019,1,meerut district,311930,0
14626,uttar-pradesh,2019,1,mathura district,196168,0
14627,uttar-pradesh,2019,1,chitrakoot district,29453,0
14628,uttar-pradesh,2019,1,lalitpur district,52158,0
14629,uttar-pradesh,2019,1,mau district,103587,0
14630,uttar-pradesh,2019,1,mirzapur district,118790,0
14631,uttar-pradesh,2019,1,bulandshahr district,171533,0
14632,uttar-pradesh,2019,1,gonda district,102076,0
14633,uttar-pradesh,2019,1,jhansi district,178538,0
14634,uttar-pradesh,2019,1,chandauli district,108979,0
14635,uttar-pradesh,2019,1,bhadohi district,80947,0
14636,uttar-pradesh,2019,1,pratapgarh district,121687,0
14637,uttar-pradesh,2019,1,saharanpur district,195185,0
14638,uttar-pradesh,2019,1,bara banki district,96470,0
14639,uttar-pradesh,2019,1,bareilly district,279714,0
14640,uttar-pradesh,2019,1,sitapur district,125826,0
14641,uttar-pradesh,2019,1,sultanpur district,105768,0
14642,uttar-pradesh,2019,1,agra district,392222,0
14643,uttar-pradesh,2019,1,fatehpur district,71857,0
14644,uttar-pradesh,2019,1,rae bareli district,92979,0
14645,uttar-pradesh,2019,1,firozabad district,114566,0
14646,uttar-pradesh,2019,1,kheri district,139817,0
14647,uttar-pradesh,2019,1,gorakhpur district,336196,0
14648,uttar-pradesh,2019,1,unnao district,95607,0
14649,uttar-pradesh,2019,1,prayagraj district,532230,0
14650,uttar-pradesh,2019,1,sonbhadra district,107237,0
14651,uttar-pradesh,2019,1,ghazipur district,185130,0
14652,uttar-pradesh,2019,1,farrukhabad district,72462,0
14653,uttar-pradesh,2019,1,kannauj district,60722,0
14654,uttar-pradesh,2019,1,azamgarh district,203791,0
14655,uttar-pradesh,2019,1,ayodhya district,136314,0
14656,uttar-pradesh,2019,1,deoria district,172036,0
14657,uttar-pradesh,2019,1,ghaziabad district,859583,0
14658,uttar-pradesh,2019,2,amethi district,93799,468207
14659,uttar-pradesh,2019,2,siddharthnagar district,88190,579537
14660,uttar-pradesh,2019,2,auraiya district,71776,342914
14661,uttar-pradesh,2019,2,sambhal district,70632,287690
14662,uttar-pradesh,2019,2,kanpur nagar district,585796,3059330
14663,uttar-pradesh,2019,2,aligarh district,261612,1240642
14664,uttar-pradesh,2019,2,mahoba district,38658,173087
14665,uttar-pradesh,2019,2,lucknow district,1011470,5848267
14666,uttar-pradesh,2019,2,sant kabeer nagar district,72429,440271
14667,uttar-pradesh,2019,2,hathras district,84085,375745
14668,uttar-pradesh,2019,2,budaun district,92569,390311
14669,uttar-pradesh,2019,2,moradabad district,174070,779703
14670,uttar-pradesh,2019,2,kushinagar district,204832,1281927
14671,uttar-pradesh,2019,2,baghpat district,93025,459940
14672,uttar-pradesh,2019,2,shahjahanpur district,118150,481924
14673,uttar-pradesh,2019,2,muzaffarnagar district,171549,788852
14674,uttar-pradesh,2019,2,ambedkar nagar district,121880,640648
14675,uttar-pradesh,2019,2,bahraich district,79858,371745
14676,uttar-pradesh,2019,2,jalaun district,93400,399197
14677,uttar-pradesh,2019,2,rampur district,90374,417182
14678,uttar-pradesh,2019,2,ballia district,198740,1051856
14679,uttar-pradesh,2019,2,shravasti district,19654,98936
14680,uttar-pradesh,2019,2,kasganj district,55437,249736
14681,uttar-pradesh,2019,2,varanasi district,583444,2718685
14682,uttar-pradesh,2019,2,gautam buddha nagar district,1282816,11192098
14683,uttar-pradesh,2019,2,basti district,127063,738775
14684,uttar-pradesh,2019,2,shamli district,71012,330422
14685,uttar-pradesh,2019,2,maharajganj district,134589,674897
14686,uttar-pradesh,2019,2,etawah district,93602,428125
14687,uttar-pradesh,2019,2,etah district,75177,323462
14688,uttar-pradesh,2019,2,banda district,59791,260546
14689,uttar-pradesh,2019,2,bijnor district,166819,759334
14690,uttar-pradesh,2019,2,hardoi district,113095,483475
14691,uttar-pradesh,2019,2,balrampur district,52514,277624
14692,uttar-pradesh,2019,2,amroha district,89991,409727
14693,uttar-pradesh,2019,2,pilibhit district,88189,377437
14694,uttar-pradesh,2019,2,mainpuri district,88354,370287
14695,uttar-pradesh,2019,2,kanpur dehat district,65036,318494
14696,uttar-pradesh,2019,2,jaunpur district,264855,1530339
14697,uttar-pradesh,2019,2,kaushambi district,42935,189624
14698,uttar-pradesh,2019,2,hapur district,114161,622916
14699,uttar-pradesh,2019,2,hamirpur district,51539,232752
14700,uttar-pradesh,2019,2,meerut district,361091,1860402
14701,uttar-pradesh,2019,2,mathura district,233342,1178523
14702,uttar-pradesh,2019,2,chitrakoot district,34500,166865
14703,uttar-pradesh,2019,2,lalitpur district,59896,284815
14704,uttar-pradesh,2019,2,mau district,119403,576483
14705,uttar-pradesh,2019,2,mirzapur district,133781,600547
14706,uttar-pradesh,2019,2,bulandshahr district,202244,1011079
14707,uttar-pradesh,2019,2,gonda district,118179,634322
14708,uttar-pradesh,2019,2,jhansi district,203616,1100362
14709,uttar-pradesh,2019,2,chandauli district,124160,605956
14710,uttar-pradesh,2019,2,bhadohi district,92475,462812
14711,uttar-pradesh,2019,2,pratapgarh district,142016,702461
14712,uttar-pradesh,2019,2,saharanpur district,228553,1142688
14713,uttar-pradesh,2019,2,bara banki district,111354,538725
14714,uttar-pradesh,2019,2,bareilly district,318597,1525618
14715,uttar-pradesh,2019,2,sitapur district,144888,553406
14716,uttar-pradesh,2019,2,sultanpur district,122590,642939
14717,uttar-pradesh,2019,2,agra district,461224,2284003
14718,uttar-pradesh,2019,2,fatehpur district,83992,365618
14719,uttar-pradesh,2019,2,rae bareli district,107073,490413
14720,uttar-pradesh,2019,2,firozabad district,137236,605193
14721,uttar-pradesh,2019,2,kheri district,158463,629067
14722,uttar-pradesh,2019,2,gorakhpur district,387961,2091934
14723,uttar-pradesh,2019,2,unnao district,110987,510176
14724,uttar-pradesh,2019,2,prayagraj district,602739,3285624
14725,uttar-pradesh,2019,2,sonbhadra district,120480,662811
14726,uttar-pradesh,2019,2,ghazipur district,213624,1153220
14727,uttar-pradesh,2019,2,farrukhabad district,85295,384237
14728,uttar-pradesh,2019,2,kannauj district,72533,317719
14729,uttar-pradesh,2019,2,azamgarh district,235609,1217447
14730,uttar-pradesh,2019,2,ayodhya district,156282,750453
14731,uttar-pradesh,2019,2,deoria district,199594,1158198
14732,uttar-pradesh,2019,2,ghaziabad district,975605,6433258
14733,uttar-pradesh,2019,3,amethi district,105040,1342325
14734,uttar-pradesh,2019,3,siddharthnagar district,99879,1663441
14735,uttar-pradesh,2019,3,auraiya district,81392,1086852
14736,uttar-pradesh,2019,3,sambhal district,80158,914102
14737,uttar-pradesh,2019,3,kanpur nagar district,655175,10991280
14738,uttar-pradesh,2019,3,aligarh district,301404,4667055
14739,uttar-pradesh,2019,3,mahoba district,42896,501799
14740,uttar-pradesh,2019,3,lucknow district,1124832,22146904
14741,uttar-pradesh,2019,3,sant kabeer nagar district,81569,1187005
14742,uttar-pradesh,2019,3,hathras district,96057,1271021
14743,uttar-pradesh,2019,3,budaun district,104296,1202610
14744,uttar-pradesh,2019,3,moradabad district,198184,2672363
14745,uttar-pradesh,2019,3,kushinagar district,228387,3603260
14746,uttar-pradesh,2019,3,baghpat district,106317,1584692
14747,uttar-pradesh,2019,3,shahjahanpur district,131285,1545078
14748,uttar-pradesh,2019,3,muzaffarnagar district,195954,2676545
14749,uttar-pradesh,2019,3,ambedkar nagar district,134984,1748188
14750,uttar-pradesh,2019,3,bahraich district,90019,1164262
14751,uttar-pradesh,2019,3,jalaun district,103258,1218452
14752,uttar-pradesh,2019,3,rampur district,102150,1315599
14753,uttar-pradesh,2019,3,ballia district,220174,2864754
14754,uttar-pradesh,2019,3,shravasti district,21992,308571
14755,uttar-pradesh,2019,3,kasganj district,63472,804909
14756,uttar-pradesh,2019,3,varanasi district,639586,9534643
14757,uttar-pradesh,2019,3,gautam buddha nagar district,1415905,43577747
14758,uttar-pradesh,2019,3,basti district,142135,2080225
14759,uttar-pradesh,2019,3,shamli district,80923,1100345
14760,uttar-pradesh,2019,3,maharajganj district,148207,2032349
14761,uttar-pradesh,2019,3,etawah district,107062,1432296
14762,uttar-pradesh,2019,3,etah district,86419,1086491
14763,uttar-pradesh,2019,3,banda district,66504,786751
14764,uttar-pradesh,2019,3,bijnor district,189782,2433046
14765,uttar-pradesh,2019,3,hardoi district,126364,1475185
14766,uttar-pradesh,2019,3,balrampur district,59530,851300
14767,uttar-pradesh,2019,3,amroha district,101730,1318323
14768,uttar-pradesh,2019,3,pilibhit district,98268,1168729
14769,uttar-pradesh,2019,3,mainpuri district,101932,1213979
14770,uttar-pradesh,2019,3,kanpur dehat district,74296,1023191
14771,uttar-pradesh,2019,3,jaunpur district,294998,4005808
14772,uttar-pradesh,2019,3,kaushambi district,49359,607775
14773,uttar-pradesh,2019,3,hapur district,130436,2172113
14774,uttar-pradesh,2019,3,hamirpur district,56997,684555
14775,uttar-pradesh,2019,3,meerut district,408972,6542889
14776,uttar-pradesh,2019,3,mathura district,268573,4305472
14777,uttar-pradesh,2019,3,chitrakoot district,38341,494613
14778,uttar-pradesh,2019,3,lalitpur district,66906,926012
14779,uttar-pradesh,2019,3,mau district,132663,1544541
14780,uttar-pradesh,2019,3,mirzapur district,146634,1841969
14781,uttar-pradesh,2019,3,bulandshahr district,230896,3501708
14782,uttar-pradesh,2019,3,gonda district,132341,1980000
14783,uttar-pradesh,2019,3,jhansi district,227191,3924391
14784,uttar-pradesh,2019,3,chandauli district,136786,1797089
14785,uttar-pradesh,2019,3,bhadohi district,102914,1313875
14786,uttar-pradesh,2019,3,pratapgarh district,159596,1972207
14787,uttar-pradesh,2019,3,saharanpur district,259929,4079780
14788,uttar-pradesh,2019,3,bara banki district,125166,1859154
14789,uttar-pradesh,2019,3,bareilly district,356146,5230735
14790,uttar-pradesh,2019,3,sitapur district,166391,1924121
14791,uttar-pradesh,2019,3,sultanpur district,137062,1854511
14792,uttar-pradesh,2019,3,agra district,530228,8406324
14793,uttar-pradesh,2019,3,fatehpur district,94067,1090188
14794,uttar-pradesh,2019,3,rae bareli district,119176,1501090
14795,uttar-pradesh,2019,3,firozabad district,161983,2185433
14796,uttar-pradesh,2019,3,kheri district,180345,2036254
14797,uttar-pradesh,2019,3,gorakhpur district,434172,6497238
14798,uttar-pradesh,2019,3,unnao district,125933,1695964
14799,uttar-pradesh,2019,3,prayagraj district,667277,12165883
14800,uttar-pradesh,2019,3,sonbhadra district,131881,2139255
14801,uttar-pradesh,2019,3,ghazipur district,236041,3065015
14802,uttar-pradesh,2019,3,farrukhabad district,97522,1293796
14803,uttar-pradesh,2019,3,kannauj district,83346,955283
14804,uttar-pradesh,2019,3,azamgarh district,261840,3189197
14805,uttar-pradesh,2019,3,ayodhya district,173259,2331698
14806,uttar-pradesh,2019,3,deoria district,223155,3210571
14807,uttar-pradesh,2019,3,ghaziabad district,1088568,24220432
14808,uttar-pradesh,2019,4,amethi district,119989,1875981
14809,uttar-pradesh,2019,4,siddharthnagar district,114847,2067454
