,state,year,quater,district,transaction_count,transaction_amount
15061,uttar-pradesh,2020,3,hardoi district,717346,1302260963.355254
15062,uttar-pradesh,2020,3,balrampur district,454008,1114156872.7042677
15063,uttar-pradesh,2020,3,amroha district,683194,1606211046.2065675
15064,uttar-pradesh,2020,3,pilibhit district,492878,894196424.9031254
15065,uttar-pradesh,2020,3,mainpuri district,613350,1259746316.3304174
15066,uttar-pradesh,2020,3,kanpur dehat district,558874,1109266594.6678605
15067,uttar-pradesh,2020,3,jaunpur district,2030640,3837257466.0020456
15068,uttar-pradesh,2020,3,kaushambi district,315793,618446088.2656065
15069,uttar-pradesh,2020,3,hapur district,1102037,2028865232.0688508
15070,uttar-pradesh,2020,3,hamirpur district,355583,722708619.5316483
15071,uttar-pradesh,2020,3,meerut district,3739519,8114325789.555465
15072,uttar-pradesh,2020,3,mathura district,1884033,3776128655.9009504
15073,uttar-pradesh,2020,3,chitrakoot district,238568,499890761.28251874
15074,uttar-pradesh,2020,3,lalitpur district,468063,938535589.147361
15075,uttar-pradesh,2020,3,mau district,738346,1451336941.2324305
15076,uttar-pradesh,2020,3,mirzapur district,846288,1674284507.0510287
15077,uttar-pradesh,2020,3,bulandshahr district,1846812,3453106819.662795
15078,uttar-pradesh,2020,3,gonda district,929086,2294714944.947123
15079,uttar-pradesh,2020,3,jhansi district,1597393,3459281322.33387
15080,uttar-pradesh,2020,3,chandauli district,822442,1603810974.0934565
15081,uttar-pradesh,2020,3,bhadohi district,660851,1109214851.88274
15082,uttar-pradesh,2020,3,pratapgarh district,1080871,2106097258.5168185
15083,uttar-pradesh,2020,3,saharanpur district,1946572,4188524778.327629
15084,uttar-pradesh,2020,3,bara banki district,765264,1376084583.893388
15085,uttar-pradesh,2020,3,bareilly district,1969627,4024948735.242411
15086,uttar-pradesh,2020,3,sitapur district,709016,1279114972.585296
15087,uttar-pradesh,2020,3,sultanpur district,868946,1621486345.793549
15088,uttar-pradesh,2020,3,agra district,3402430,6647928319.006589
15089,uttar-pradesh,2020,3,fatehpur district,540614,1011847022.6095759
15090,uttar-pradesh,2020,3,rae bareli district,704574,1358245105.194454
15091,uttar-pradesh,2020,3,firozabad district,994544,2000595716.950366
