,state,year,quater,district,transaction_count,transaction_amount
8842,maharashtra,2020,3,yavatmal district,1743407,3032251175.851321
8843,maharashtra,2020,3,aurangabad district,12231686,19033463159.354687
8844,maharashtra,2020,3,amravati district,3774174,6075582865.198356
8845,maharashtra,2020,3,washim district,2135042,4973062170.693851
8846,maharashtra,2020,3,sangli district,3148369,5477370561.1483555
8847,maharashtra,2020,3,gadchiroli district,678774,1203705611.4544067
8848,maharashtra,2020,3,raigad district,5427408,8380993717.388744
8849,maharashtra,2020,3,palghar district,5046305,7298216466.360155
8850,maharashtra,2020,3,jalna district,2539902,4610124935.89871
8851,maharashtra,2020,3,gondia district,927925,1784236182.421629
8852,maharashtra,2020,3,ahmednagar district,8883332,16593214276.595514
8853,maharashtra,2020,3,pune district,101472134,154366363808.0403
8854,maharashtra,2020,3,beed district,3118322,6611620805.641609
8855,maharashtra,2020,3,satara district,4577239,6804965990.2244625
8856,maharashtra,2020,4,jalgaon district,6985861,12494067001.692066
8857,maharashtra,2020,4,latur district,5323018,9526451376.752083
8858,maharashtra,2020,4,thane district,30073494,43911916102.087776
8859,maharashtra,2020,4,bhandara district,1557214,2686273675.0661483
8860,maharashtra,2020,4,nandurbar district,1339578,2517220918.8553166
8861,maharashtra,2020,4,chandrapur district,2924775,4626249365.961412
8862,maharashtra,2020,4,kolhapur district,6953772,10786069175.176712
8863,maharashtra,2020,4,solapur district,12746918,24047679847.907963
8864,maharashtra,2020,4,mumbai district,7347827,13445000527.76939
8865,maharashtra,2020,4,sindhudurg district,704068,1074666905.9848752
8866,maharashtra,2020,4,dhule district,3259845,6104788321.365406
8867,maharashtra,2020,4,wardha district,1765818,2809665509.7208304
8868,maharashtra,2020,4,parbhani district,2927074,5384672051.2516165
8869,maharashtra,2020,4,mumbai suburban district,31947471,52567087497.07483
8870,maharashtra,2020,4,hingoli district,1323826,2457013063.704149
8871,maharashtra,2020,4,ratnagiri district,1239737,1918661281.470666
8872,maharashtra,2020,4,nanded district,4944241,10129280636.851904
8873,maharashtra,2020,4,osmanabad district,3700883,7067137735.692784
8874,maharashtra,2020,4,nagpur district,17881031,27734234062.40806
8875,maharashtra,2020,4,buldhana district,4315634,8694631794.55773
8876,maharashtra,2020,4,nashik district,25886584,38876096829.7729
8877,maharashtra,2020,4,akola district,2321592,3994626251.8553295
8878,maharashtra,2020,4,yavatmal district,2582434,4650557075.489644
8879,maharashtra,2020,4,aurangabad district,19001745,27681773653.44072
8880,maharashtra,2020,4,amravati district,5645786,9549659612.368576
8881,maharashtra,2020,4,washim district,5782133,13400145744.069927
8882,maharashtra,2020,4,sangli district,4990427,8677291713.203817
8883,maharashtra,2020,4,gadchiroli district,953205,1842068911.886773
8884,maharashtra,2020,4,raigad district,9634903,13939207766.945723
8885,maharashtra,2020,4,palghar district,8070045,11789420098.043339
8886,maharashtra,2020,4,jalna district,3740553,6701628487.028286
8887,maharashtra,2020,4,gondia district,1312868,2564702116.1102557
8888,maharashtra,2020,4,ahmednagar district,13929256,25560818870.6825
8889,maharashtra,2020,4,pune district,142350762,182511549425.14316
8890,maharashtra,2020,4,beed district,4622657,9549129679.112585
8891,maharashtra,2020,4,satara district,7533969,10884087745.800198
8892,maharashtra,2021,1,jalgaon district,7125707,13436630175.753107
8893,maharashtra,2021,1,latur district,5760464,10272773258.588238
8894,maharashtra,2021,1,thane district,33503449,48840960311.87904
8895,maharashtra,2021,1,bhandara district,1564520,2913849252.9130535
8896,maharashtra,2021,1,nandurbar district,1383515,2901763348.7850657
8897,maharashtra,2021,1,chandrapur district,3151866,5069729588.572804
8898,maharashtra,2021,1,kolhapur district,7652720,11901398334.29837
8899,maharashtra,2021,1,solapur district,13720797,26445846333.97523
8900,maharashtra,2021,1,mumbai district,8188922,15047988751.590004
8901,maharashtra,2021,1,sindhudurg district,687743,1257865634.0263405
8902,maharashtra,2021,1,dhule district,3403609,6669525561.754
8903,maharashtra,2021,1,wardha district,1840914,3127038656.9324656
8904,maharashtra,2021,1,parbhani district,3263936,6070517241.173687
8905,maharashtra,2021,1,mumbai suburban district,49079788,75911506798.24136
8906,maharashtra,2021,1,hingoli district,1278417,2500851214.1490774
8907,maharashtra,2021,1,ratnagiri district,1238194,2129551543.4130135
8908,maharashtra,2021,1,nanded district,5176083,10853543031.67955
8909,maharashtra,2021,1,osmanabad district,3859502,7459855804.480752
8910,maharashtra,2021,1,nagpur district,20132732,31261594334.217766
8911,maharashtra,2021,1,buldhana district,4321520,9192518486.187069
8912,maharashtra,2021,1,nashik district,27235543,41832846588.20086
8913,maharashtra,2021,1,akola district,2410033,4313676653.103065
8914,maharashtra,2021,1,yavatmal district,2673201,5192118900.718618
8915,maharashtra,2021,1,aurangabad district,20324679,29945191784.134216
8916,maharashtra,2021,1,amravati district,5370072,9628361958.166653
8917,maharashtra,2021,1,washim district,16119131,32164445523.209106
8918,maharashtra,2021,1,sangli district,5514760,9850670767.038408
8919,maharashtra,2021,1,gadchiroli district,959325,2010484968.1852307
8920,maharashtra,2021,1,raigad district,10673549,15596964081.61911
8921,maharashtra,2021,1,palghar district,8313771,12738143184.389732
8922,maharashtra,2021,1,jalna district,3795010,7135028200.598163
8923,maharashtra,2021,1,gondia district,1400318,2892659242.6240034
8924,maharashtra,2021,1,ahmednagar district,14942900,27709537707.314117
8925,maharashtra,2021,1,pune district,208930588,253623629237.65793
8926,maharashtra,2021,1,beed district,4851168,10322699960.987194
8927,maharashtra,2021,1,satara district,8011794,11665585732.692352
8928,maharashtra,2021,2,jalgaon district,9203822,17827507489.14714
8929,maharashtra,2021,2,latur district,6926698,12775603482.762703
8930,maharashtra,2021,2,thane district,34695330,51834001818.133484
8931,maharashtra,2021,2,bhandara district,1822721,3497598608.1527295
8932,maharashtra,2021,2,nandurbar district,1769625,3685674679.0347614
8933,maharashtra,2021,2,chandrapur district,3869197,6284653560.530261
8934,maharashtra,2021,2,kolhapur district,8091062,13193153731.663414
8935,maharashtra,2021,2,solapur district,16828619,33876247851.21455
8936,maharashtra,2021,2,mumbai district,7493859,13269905417.180565
8937,maharashtra,2021,2,sindhudurg district,744195,1343035806.176563
8938,maharashtra,2021,2,dhule district,4332008,8554199986.261333
8939,maharashtra,2021,2,wardha district,2139522,3699297144.8283005
8940,maharashtra,2021,2,parbhani district,4436069,8209849173.250013
8941,maharashtra,2021,2,mumbai suburban district,51172626,79709409341.93018
8942,maharashtra,2021,2,hingoli district,1723420,3436318356.586167
8943,maharashtra,2021,2,ratnagiri district,1425394,2433599392.9835916
8944,maharashtra,2021,2,nanded district,6605754,14281557245.034132
8945,maharashtra,2021,2,osmanabad district,4779631,9350468423.935925
8946,maharashtra,2021,2,nagpur district,22506189,36690120293.721405
8947,maharashtra,2021,2,buldhana district,5761237,12195032520.59851
8948,maharashtra,2021,2,nashik district,28391827,47825836433.598206
8949,maharashtra,2021,2,akola district,3118344,5603968802.647449
8950,maharashtra,2021,2,yavatmal district,3570984,6810703585.523739
8951,maharashtra,2021,2,aurangabad district,23744887,36191383377.4905
8952,maharashtra,2021,2,amravati district,6482349,11779345148.384516
8953,maharashtra,2021,2,washim district,27190170,55251595071.35002
8954,maharashtra,2021,2,sangli district,6227375,11675925279.769922
8955,maharashtra,2021,2,gadchiroli district,1212525,2440258252.3546357
8956,maharashtra,2021,2,raigad district,11509927,16915509520.363083
8957,maharashtra,2021,2,palghar district,8657621,12997801116.852173
8958,maharashtra,2021,2,jalna district,4973393,9302678916.188164
8959,maharashtra,2021,2,gondia district,1714392,3601577353.6618857
8960,maharashtra,2021,2,ahmednagar district,16869500,32660327252.892723
8961,maharashtra,2021,2,pune district,218732925,298657497266.993
8962,maharashtra,2021,2,beed district,6303927,13880929754.80759
8963,maharashtra,2021,2,satara district,8589362,13372484167.690807
8964,maharashtra,2021,3,jalgaon district,11683707,20222318554.82865
8965,maharashtra,2021,3,latur district,9248789,15056539122.121685
8966,maharashtra,2021,3,thane district,46296081,66370065441.36949
8967,maharashtra,2021,3,bhandara district,2346620,4177653275.8378654
8968,maharashtra,2021,3,nandurbar district,2294230,4289557263.3032947
8969,maharashtra,2021,3,chandrapur district,5223272,7710188968.380587
8970,maharashtra,2021,3,kolhapur district,11008132,17285308890.913483
8971,maharashtra,2021,3,solapur district,22642205,41800216299.60483
8972,maharashtra,2021,3,mumbai district,11491677,20168312966.816475
8973,maharashtra,2021,3,sindhudurg district,901040,1629829529.5913053
8974,maharashtra,2021,3,dhule district,5529023,10014453951.958511
8975,maharashtra,2021,3,wardha district,2839183,4424402893.294242
8976,maharashtra,2021,3,parbhani district,6675022,10674377409.491228
8977,maharashtra,2021,3,mumbai suburban district,67846531,100494598469.06511
8978,maharashtra,2021,3,hingoli district,2161199,3965562680.570984
8979,maharashtra,2021,3,ratnagiri district,1682108,2812554265.7598977
8980,maharashtra,2021,3,nanded district,8916177,16631083455.668392
8981,maharashtra,2021,3,osmanabad district,6137588,10879099861.925121
8982,maharashtra,2021,3,nagpur district,29998841,44274024437.65408
8983,maharashtra,2021,3,buldhana district,7413428,13612640871.006664
8984,maharashtra,2021,3,nashik district,39927545,60198709473.80904
8985,maharashtra,2021,3,akola district,4155570,6724928544.7167
8986,maharashtra,2021,3,yavatmal district,4696326,8082506308.227329
8987,maharashtra,2021,3,aurangabad district,32667108,45343695947.53139
8988,maharashtra,2021,3,amravati district,8512827,13891877202.076294
8989,maharashtra,2021,3,washim district,47716080,89156949627.79578
8990,maharashtra,2021,3,sangli district,8352537,14641584802.926895
8991,maharashtra,2021,3,gadchiroli district,1543698,2975813665.779912
8992,maharashtra,2021,3,raigad district,15666356,21716387176.677456
8993,maharashtra,2021,3,palghar district,11918989,17245742713.72838
8994,maharashtra,2021,3,jalna district,6262192,10808380341.003181
8995,maharashtra,2021,3,gondia district,2236319,4202183466.3787003
8996,maharashtra,2021,3,ahmednagar district,23270731,41445914645.10296
8997,maharashtra,2021,3,pune district,303322956,372243656247.4718
8998,maharashtra,2021,3,beed district,8279040,16758879510.504045
8999,maharashtra,2021,3,satara district,12010933,17327306884.54817
9000,maharashtra,2021,4,jalgaon district,15456402,26909954530.424908
9001,maharashtra,2021,4,latur district,12678966,20736966202.77146
9002,maharashtra,2021,4,thane district,58731186,82756618879.3905
9003,maharashtra,2021,4,bhandara district,3014353,5371508386.170332
9004,maharashtra,2021,4,nandurbar district,3087075,5793563146.987923
9005,maharashtra,2021,4,chandrapur district,7009727,10412294822.20895
9006,maharashtra,2021,4,kolhapur district,15202155,23311142306.113045
9007,maharashtra,2021,4,solapur district,29893044,53557566277.62863
9008,maharashtra,2021,4,mumbai district,15677222,27535270022.96809
9009,maharashtra,2021,4,sindhudurg district,1243850,2234445565.547666
9010,maharashtra,2021,4,dhule district,7402020,13203246956.782043
9011,maharashtra,2021,4,wardha district,3741381,5948081630.188509
9012,maharashtra,2021,4,parbhani district,8899067,13987558040.08242
9013,maharashtra,2021,4,mumbai suburban district,92733033,134616103622.6073
9014,maharashtra,2021,4,hingoli district,2951247,5448438919.118406
9015,maharashtra,2021,4,ratnagiri district,2267617,3804549056.2868958
9016,maharashtra,2021,4,nanded district,12362404,23236313336.13468
9017,maharashtra,2021,4,osmanabad district,8478583,14851847464.126001
9018,maharashtra,2021,4,nagpur district,37294016,55504861303.1382
9019,maharashtra,2021,4,buldhana district,9965367,18366614804.863438
9020,maharashtra,2021,4,nashik district,50753398,77325087055.88705
9021,maharashtra,2021,4,akola district,5575093,9105402246.049797
9022,maharashtra,2021,4,yavatmal district,6325995,11009717772.045103
9023,maharashtra,2021,4,aurangabad district,42089766,58225600205.240555
9024,maharashtra,2021,4,amravati district,10748480,18826698543.57356
9025,maharashtra,2021,4,washim district,58312102,108918964843.63312
9026,maharashtra,2021,4,sangli district,11336302,19350815032.954494
9027,maharashtra,2021,4,gadchiroli district,2019389,3876064979.5170345
9028,maharashtra,2021,4,raigad district,19999796,27241010089.09033
9029,maharashtra,2021,4,palghar district,15141805,21820045142.227596
9030,maharashtra,2021,4,jalna district,8350020,14344117826.989296
9031,maharashtra,2021,4,gondia district,2933396,5371056519.087561
9032,maharashtra,2021,4,ahmednagar district,30809337,53652623922.42543
9033,maharashtra,2021,4,pune district,371337618,454584743765.0556
9034,maharashtra,2021,4,beed district,10966370,21562077522.84112
9035,maharashtra,2021,4,satara district,15943920,22557502388.35908
9036,maharashtra,2022,1,jalgaon district,17757988,30555178757.005997
9037,maharashtra,2022,1,latur district,15356835,23856260979.2032
9038,maharashtra,2022,1,thane district,66420329,91604299445.99771
9039,maharashtra,2022,1,bhandara district,3461274,6404864501.433441
9040,maharashtra,2022,1,nandurbar district,3622329,7060445513.077811
9041,maharashtra,2022,1,chandrapur district,8245169,12334491815.90076
9042,maharashtra,2022,1,kolhapur district,17433041,26386491968.922462
9043,maharashtra,2022,1,solapur district,35130037,62436627060.52482
9044,maharashtra,2022,1,mumbai district,17957610,30021552307.219616
9045,maharashtra,2022,1,sindhudurg district,1428957,2551979373.6666465
9046,maharashtra,2022,1,dhule district,8541986,14920655481.690989
9047,maharashtra,2022,1,wardha district,4351919,6817775708.436135
9048,maharashtra,2022,1,parbhani district,10320054,15871955896.827192
9049,maharashtra,2022,1,mumbai suburban district,104595313,148080835860.6061
9050,maharashtra,2022,1,hingoli district,3618468,6309169659.7158165
9051,maharashtra,2022,1,ratnagiri district,2707601,4494723116.141416
9052,maharashtra,2022,1,nanded district,14832112,26944854915.835846
9053,maharashtra,2022,1,osmanabad district,9757272,17024101045.584564
9054,maharashtra,2022,1,nagpur district,43072958,63065806665.247505
9055,maharashtra,2022,1,buldhana district,11747608,20901275712.18042
9056,maharashtra,2022,1,nashik district,59914404,89903593917.99501
9057,maharashtra,2022,1,akola district,6689313,10723857464.538498
9058,maharashtra,2022,1,yavatmal district,7555408,12885201280.952847
9059,maharashtra,2022,1,aurangabad district,48288544,66140008400.38048
9060,maharashtra,2022,1,amravati district,12901295,21513429781.136066
9061,maharashtra,2022,1,washim district,73700274,136398563399.82826
9062,maharashtra,2022,1,sangli district,13407114,22867674942.154476
9063,maharashtra,2022,1,gadchiroli district,2430940,4667653819.06547
9064,maharashtra,2022,1,raigad district,22836136,30642123149.62334
9065,maharashtra,2022,1,palghar district,17329583,24541321852.48381
9066,maharashtra,2022,1,jalna district,9770142,16932733608.18157
9067,maharashtra,2022,1,gondia district,3447926,6533829706.610294
9068,maharashtra,2022,1,ahmednagar district,35927347,61917805949.94818
9069,maharashtra,2022,1,pune district,424149132,508475101454.5798
9070,maharashtra,2022,1,beed district,12794151,24332097862.902313
9071,maharashtra,2022,1,satara district,18005869,25280931605.5211
9072,maharashtra,2022,2,jalgaon district,20794365,36575989749.60019
9073,maharashtra,2022,2,latur district,18128124,28958359286.009148
9074,maharashtra,2022,2,thane district,76359706,103706480304.36014
9075,maharashtra,2022,2,bhandara district,4092003,7232792765.616951
9076,maharashtra,2022,2,nandurbar district,4250672,8304946450.368532
9077,maharashtra,2022,2,chandrapur district,9797860,14673749839.352476
9078,maharashtra,2022,2,kolhapur district,20243542,30132865372.25327
9079,maharashtra,2022,2,solapur district,41690075,74367210007.30444
9080,maharashtra,2022,2,mumbai district,21906382,34652240504.3772
9081,maharashtra,2022,2,sindhudurg district,1651248,2911299845.9586983
9082,maharashtra,2022,2,dhule district,10013481,17251071062.99606
9083,maharashtra,2022,2,wardha district,5184451,8180933329.541675
9084,maharashtra,2022,2,parbhani district,12237389,19217813799.99737
9085,maharashtra,2022,2,mumbai suburban district,125227570,172590494011.93735
9086,maharashtra,2022,2,hingoli district,4251385,7588716856.174571
9087,maharashtra,2022,2,ratnagiri district,3132835,5132970050.331276
9088,maharashtra,2022,2,nanded district,17724135,32660155636.068184
9089,maharashtra,2022,2,osmanabad district,11489907,20295780297.440277
9090,maharashtra,2022,2,nagpur district,52065290,75751126721.70934
9091,maharashtra,2022,2,buldhana district,13912064,24793582296.679222
9092,maharashtra,2022,2,nashik district,69128782,103031323327.35526
9093,maharashtra,2022,2,akola district,7921437,12695451606.799038
9094,maharashtra,2022,2,yavatmal district,9164377,15619715763.357622
9095,maharashtra,2022,2,aurangabad district,55248137,75915458866.51474
9096,maharashtra,2022,2,amravati district,15342341,24924375837.132645
9097,maharashtra,2022,2,washim district,98129806,175926949614.37338
9098,maharashtra,2022,2,sangli district,15400605,25758452266.26726
9099,maharashtra,2022,2,gadchiroli district,2879207,5569253888.01551
9100,maharashtra,2022,2,raigad district,26465986,34460851150.86925
9101,maharashtra,2022,2,palghar district,19395512,26988617829.23101
9102,maharashtra,2022,2,jalna district,11306875,19653230057.995495
9103,maharashtra,2022,2,gondia district,4154419,7653207776.307781
9104,maharashtra,2022,2,ahmednagar district,42201172,72250021262.47775
9105,maharashtra,2022,2,pune district,520321567,620747087392.5974
9106,maharashtra,2022,2,beed district,15497524,30601828692.245453
9107,maharashtra,2022,2,satara district,20822882,29497978656.27469
9108,maharashtra,2022,3,jalgaon district,21047727,34617511595.944435
9109,maharashtra,2022,3,latur district,17812129,26257685563.770798
9110,maharashtra,2022,3,thane district,80605581,103768554261.10455
9111,maharashtra,2022,3,bhandara district,4087395,6757463930.95363
9112,maharashtra,2022,3,nandurbar district,4162280,7210686511.24055
9113,maharashtra,2022,3,chandrapur district,9596226,13325464158.332045
9114,maharashtra,2022,3,kolhapur district,24897514,35290411636.7214
9115,maharashtra,2022,3,solapur district,43898093,73768556417.1306
9116,maharashtra,2022,3,mumbai district,72051672,98270574413.60028
9117,maharashtra,2022,3,sindhudurg district,1433464,2330071830.4643617
9118,maharashtra,2022,3,dhule district,9760928,16123090143.384521
9119,maharashtra,2022,3,wardha district,5641625,8211699040.492932
9120,maharashtra,2022,3,parbhani district,9856335,15073054825.293736
9121,maharashtra,2022,3,mumbai suburban district,197724164,247678975470.48975
9122,maharashtra,2022,3,hingoli district,4340017,6879672883.17294
9123,maharashtra,2022,3,ratnagiri district,3379494,4901770245.492907
9124,maharashtra,2022,3,nanded district,18419096,30054993788.27726
9125,maharashtra,2022,3,osmanabad district,11529406,18578961710.001026
9126,maharashtra,2022,3,nagpur district,73292524,101188934110.4972
9127,maharashtra,2022,3,buldhana district,14234928,22499077830.3584
9128,maharashtra,2022,3,nashik district,75574380,109529218251.08427
9129,maharashtra,2022,3,akola district,8839710,12866344717.433132
9130,maharashtra,2022,3,yavatmal district,10601620,16269071013.621933
9131,maharashtra,2022,3,aurangabad district,59756919,78617594736.37457
9132,maharashtra,2022,3,amravati district,17634270,27223482345.117237
9133,maharashtra,2022,3,washim district,17502495,31020762468.647434
9134,maharashtra,2022,3,sangli district,17044884,26797586211.873547
9135,maharashtra,2022,3,gadchiroli district,2957701,5179151794.127684
9136,maharashtra,2022,3,raigad district,28475145,36394835874.96222
9137,maharashtra,2022,3,palghar district,21251118,27858158775.203857
9138,maharashtra,2022,3,jalna district,11721876,19006868142.519974
9139,maharashtra,2022,3,gondia district,4236959,7259174997.297247
9140,maharashtra,2022,3,ahmednagar district,42461860,70593347849.70448
9141,maharashtra,2022,3,pune district,505018506,549531791371.8348
9142,maharashtra,2022,3,beed district,15769922,29258345493.697945
9143,maharashtra,2022,3,satara district,19771454,27386242964.314114
9144,maharashtra,2022,4,jalgaon district,24441243,40517965270.04435
9145,maharashtra,2022,4,latur district,20623462,30658727472.04145
9146,maharashtra,2022,4,thane district,96634264,120463884034.54527
9147,maharashtra,2022,4,bhandara district,5270967,8540677015.448907
9148,maharashtra,2022,4,nandurbar district,5572337,9126918822.196335
9149,maharashtra,2022,4,chandrapur district,12283830,17204912500.024567
9150,maharashtra,2022,4,kolhapur district,29228843,40981314698.61918
9151,maharashtra,2022,4,solapur district,49452868,83291615226.59082
9152,maharashtra,2022,4,mumbai district,75229421,102451767492.8262
9153,maharashtra,2022,4,sindhudurg district,1712359,2782675279.823016
9154,maharashtra,2022,4,dhule district,11758841,19363163562.56085
9155,maharashtra,2022,4,wardha district,6408966,9434313416.12473
9156,maharashtra,2022,4,parbhani district,11428317,17658440737.31428
9157,maharashtra,2022,4,mumbai suburban district,248827345,310278216439.5166
9158,maharashtra,2022,4,hingoli district,4938947,8011969252.23546
9159,maharashtra,2022,4,ratnagiri district,4187852,6141314534.311142
9160,maharashtra,2022,4,nanded district,22110992,36598174602.17857
9161,maharashtra,2022,4,osmanabad district,13538711,22307513856.264217
9162,maharashtra,2022,4,nagpur district,82944788,116240666679.72601
9163,maharashtra,2022,4,buldhana district,16400739,26195814509.12958
9164,maharashtra,2022,4,nashik district,95624463,138499252102.65778
9165,maharashtra,2022,4,akola district,10468300,15615681678.381273
9166,maharashtra,2022,4,yavatmal district,12034565,18674258813.040672
9167,maharashtra,2022,4,aurangabad district,67307091,90151467648.57759
9168,maharashtra,2022,4,amravati district,21183979,33412668570.328377
9169,maharashtra,2022,4,washim district,5525504,8785703923.956085
9170,maharashtra,2022,4,sangli district,19941978,31162211677.017326
9171,maharashtra,2022,4,gadchiroli district,3487868,6144813641.39834
9172,maharashtra,2022,4,raigad district,32354836,40318975044.959946
9173,maharashtra,2022,4,palghar district,24405823,31394133934.02125
9174,maharashtra,2022,4,jalna district,12883252,20770728449.761806
9175,maharashtra,2022,4,gondia district,4897879,8274042899.5504055
9176,maharashtra,2022,4,ahmednagar district,50187075,84188481406.43468
9177,maharashtra,2022,4,pune district,544687754,590334491443.0928
9178,maharashtra,2022,4,beed district,17664451,32278259899.815784
9179,maharashtra,2022,4,satara district,23125362,32215623082.643204
9180,maharashtra,2023,1,jalgaon district,38623435,61341010913.0
9181,maharashtra,2023,1,latur district,35158548,49084964636.0
9182,maharashtra,2023,1,thane district,142097640,164652846524.0
9183,maharashtra,2023,1,bhandara district,7547790,12694847227.0
9184,maharashtra,2023,1,nandurbar district,8430736,14050704312.0
9185,maharashtra,2023,1,chandrapur district,18577094,25598818006.0
9186,maharashtra,2023,1,kolhapur district,34958486,47429221437.0
9187,maharashtra,2023,1,solapur district,78530550,129110342469.0
9188,maharashtra,2023,1,mumbai district,45774016,60530759966.0
9189,maharashtra,2023,1,sindhudurg district,2710982,4162122806.0
9190,maharashtra,2023,1,dhule district,18707553,29608854638.0
9191,maharashtra,2023,1,wardha district,9686307,13865514215.0
9192,maharashtra,2023,1,parbhani district,17271660,25877465140.0
9193,maharashtra,2023,1,mumbai suburban district,119452769,138677680552.0
9194,maharashtra,2023,1,hingoli district,8685933,13136815207.0
9195,maharashtra,2023,1,ratnagiri district,5377285,7625526219.0
9196,maharashtra,2023,1,nanded district,35403216,56316419080.0
9197,maharashtra,2023,1,osmanabad district,21559939,34320473293.0
9198,maharashtra,2023,1,nagpur district,87172881,116369650409.0
9199,maharashtra,2023,1,buldhana district,25016513,39188670455.0
9200,maharashtra,2023,1,nashik district,119376880,167693934792.0
9201,maharashtra,2023,1,akola district,15331681,22237521926.0
9202,maharashtra,2023,1,yavatmal district,18270826,27373429492.0
9203,maharashtra,2023,1,aurangabad district,95131875,121063237188.0
9204,maharashtra,2023,1,amravati district,28366757,42808116309.0
9205,maharashtra,2023,1,washim district,9081915,13734807753.0
9206,maharashtra,2023,1,sangli district,28688837,44817250461.0
9207,maharashtra,2023,1,gadchiroli district,5702009,9728601846.0
9208,maharashtra,2023,1,raigad district,50072751,58510274697.0
9209,maharashtra,2023,1,palghar district,37732488,46209116176.0
9210,maharashtra,2023,1,jalna district,21617002,33979501349.0
9211,maharashtra,2023,1,gondia district,8055392,13740824732.0
9212,maharashtra,2023,1,ahmednagar district,78198945,127588673135.0
9213,maharashtra,2023,1,pune district,505841046,489824129517.0
9214,maharashtra,2023,1,beed district,29176974,50233010150.0
9215,maharashtra,2023,1,satara district,36879788,49100769032.0
9216,maharashtra,2023,2,jalgaon district,43918929,69143178468.0
9217,maharashtra,2023,2,latur district,39755669,56437687102.0
9218,maharashtra,2023,2,thane district,155714593,178939371434.0
9219,maharashtra,2023,2,bhandara district,8772364,14542894283.0
9220,maharashtra,2023,2,nandurbar district,9729146,15801530018.0
9221,maharashtra,2023,2,chandrapur district,21125219,28796861535.0
9222,maharashtra,2023,2,kolhapur district,38284895,50983300644.0
9223,maharashtra,2023,2,solapur district,88308858,140499967071.0
9224,maharashtra,2023,2,mumbai district,50518947,64178064613.0
9225,maharashtra,2023,2,sindhudurg district,3206946,4994087558.0
9226,maharashtra,2023,2,dhule district,21311364,32657563897.0
9227,maharashtra,2023,2,wardha district,11018651,15725149078.0
9228,maharashtra,2023,2,parbhani district,20113729,29564795893.0
9229,maharashtra,2023,2,mumbai suburban district,130857450,148410175880.0
9230,maharashtra,2023,2,hingoli district,10210748,15096901996.0
9231,maharashtra,2023,2,ratnagiri district,6003448,8454328736.0
9232,maharashtra,2023,2,nanded district,41039783,65861160572.0
9233,maharashtra,2023,2,osmanabad district,24996830,38698944859.0
9234,maharashtra,2023,2,nagpur district,97521493,129504759626.0
9235,maharashtra,2023,2,buldhana district,29278971,45401769170.0
9236,maharashtra,2023,2,nashik district,135966489,184867119659.0
9237,maharashtra,2023,2,akola district,17501058,25163689217.0
9238,maharashtra,2023,2,yavatmal district,21384758,31432158097.0
9239,maharashtra,2023,2,aurangabad district,105820511,132952857337.0
9240,maharashtra,2023,2,amravati district,32364745,47513217418.0
9241,maharashtra,2023,2,washim district,10672777,15839093691.0
9242,maharashtra,2023,2,sangli district,31753332,47671264598.0
9243,maharashtra,2023,2,gadchiroli district,6511653,10972942391.0
9244,maharashtra,2023,2,raigad district,55379671,63261035124.0
9245,maharashtra,2023,2,palghar district,40593300,48523737919.0
9246,maharashtra,2023,2,jalna district,25426010,39055254952.0
9247,maharashtra,2023,2,gondia district,9289985,15203836441.0
9248,maharashtra,2023,2,ahmednagar district,88553642,139707887255.0
9249,maharashtra,2023,2,pune district,554427668,535801107518.0
9250,maharashtra,2023,2,beed district,34709080,59796330775.0
9251,maharashtra,2023,2,satara district,41675136,54550581643.0
9252,maharashtra,2023,3,jalgaon district,48358266,70702094558.0
9253,maharashtra,2023,3,latur district,44567363,56992689924.0
9254,maharashtra,2023,3,thane district,170404523,188843145118.0
9255,maharashtra,2023,3,bhandara district,9507268,14348573669.0
9256,maharashtra,2023,3,nandurbar district,10930709,15681662881.0
9257,maharashtra,2023,3,chandrapur district,23759793,29770727981.0
9258,maharashtra,2023,3,kolhapur district,40915113,52781796413.0
9259,maharashtra,2023,3,solapur district,98314808,147822590848.0
9260,maharashtra,2023,3,mumbai district,56384940,66929058697.0
9261,maharashtra,2023,3,sindhudurg district,2892061,4115833896.0
9262,maharashtra,2023,3,dhule district,23380569,33869085263.0
9263,maharashtra,2023,3,wardha district,12151834,15925275599.0
9264,maharashtra,2023,3,parbhani district,22755644,30069003790.0
9265,maharashtra,2023,3,mumbai suburban district,144408431,156083806649.0
9266,maharashtra,2023,3,hingoli district,11484068,15517454106.0
9267,maharashtra,2023,3,ratnagiri district,5622567,7363013925.0
9268,maharashtra,2023,3,nanded district,46088967,66389759382.0
9269,maharashtra,2023,3,osmanabad district,27508444,38968719335.0
9270,maharashtra,2023,3,nagpur district,109330463,135597965489.0
9271,maharashtra,2023,3,buldhana district,32646975,45954816772.0
9272,maharashtra,2023,3,nashik district,147156281,195436937930.0
9273,maharashtra,2023,3,akola district,20181903,26504660325.0
9274,maharashtra,2023,3,yavatmal district,24242272,32816183042.0
9275,maharashtra,2023,3,aurangabad district,119425478,142507066152.0
9276,maharashtra,2023,3,amravati district,35853205,49570681008.0
9277,maharashtra,2023,3,washim district,11893946,16053693555.0
9278,maharashtra,2023,3,sangli district,34485535,49083006957.0
9279,maharashtra,2023,3,gadchiroli district,7347453,11526124099.0
9280,maharashtra,2023,3,raigad district,59850699,66276827966.0
9281,maharashtra,2023,3,palghar district,44864230,51221476224.0
9282,maharashtra,2023,3,jalna district,28577430,40437582186.0
