,state,year,quater,pincode,registered_users
1193,chandigarh,2019,1,160047,20696
1194,chandigarh,2019,1,160022,17171
1195,chandigarh,2019,1,160014,13548
1196,chandigarh,2019,1,160015,8582
1197,chandigarh,2019,1,160030,8239
1198,chandigarh,2019,1,160019,7885
1199,chandigarh,2019,1,160020,7361
1200,chandigarh,2019,2,160101,33226
1201,chandigarh,2019,2,160002,28840
1202,chandigarh,2019,2,160036,25318
1203,chandigarh,2019,2,160047,23915
1204,chandigarh,2019,2,160022,19707
1205,chandigarh,2019,2,160014,15583
1206,chandigarh,2019,2,160015,9647
1207,chandigarh,2019,2,160030,9337
1208,chandigarh,2019,2,160011,8964
1209,chandigarh,2019,2,160019,8898
1210,chandigarh,2019,3,160101,36777
1211,chandigarh,2019,3,160002,31994
1212,chandigarh,2019,3,160036,28167
1213,chandigarh,2019,3,160047,26498
1214,chandigarh,2019,3,160022,21892
1215,chandigarh,2019,3,160014,17435
1216,chandigarh,2019,3,160011,10735
1217,chandigarh,2019,3,160015,10628
1218,chandigarh,2019,3,160030,10239
1219,chandigarh,2019,3,160019,9821
1220,chandigarh,2019,4,160101,39986
1221,chandigarh,2019,4,160002,34899
1222,chandigarh,2019,4,160036,30449
1223,chandigarh,2019,4,160047,28715
1224,chandigarh,2019,4,160022,23574
1225,chandigarh,2019,4,160014,19040
1226,chandigarh,2019,4,160011,11692
1227,chandigarh,2019,4,160015,11476
1228,chandigarh,2019,4,160030,10959
1229,chandigarh,2019,4,160019,10540
1230,chandigarh,2020,1,160101,43456
1231,chandigarh,2020,1,160002,37722
1232,chandigarh,2020,1,160036,33042
1233,chandigarh,2020,1,160047,31101
1234,chandigarh,2020,1,160022,25119
1235,chandigarh,2020,1,160014,21073
1236,chandigarh,2020,1,160011,12511
1237,chandigarh,2020,1,160015,12196
1238,chandigarh,2020,1,160030,11732
1239,chandigarh,2020,1,160019,11241
1240,chandigarh,2020,2,160101,47100
1241,chandigarh,2020,2,160002,40795
1242,chandigarh,2020,2,160036,35489
1243,chandigarh,2020,2,160047,33566
1244,chandigarh,2020,2,160022,26409
1245,chandigarh,2020,2,160014,23291
1246,chandigarh,2020,2,160011,13058
1247,chandigarh,2020,2,160015,12817
1248,chandigarh,2020,2,160030,12456
1249,chandigarh,2020,2,160019,11973
1250,chandigarh,2020,3,160101,50901
1251,chandigarh,2020,3,160002,44149
1252,chandigarh,2020,3,160036,38339
1253,chandigarh,2020,3,160047,36323
1254,chandigarh,2020,3,160022,28178
1255,chandigarh,2020,3,160014,25601
1256,chandigarh,2020,3,160015,13598
1257,chandigarh,2020,3,160011,13532
1258,chandigarh,2020,3,160030,13346
1259,chandigarh,2020,3,160019,12815
1260,chandigarh,2020,4,160101,55221
1261,chandigarh,2020,4,160002,47806
1262,chandigarh,2020,4,160036,41473
1263,chandigarh,2020,4,160047,39470
1264,chandigarh,2020,4,160022,30329
1265,chandigarh,2020,4,160014,27809
1266,chandigarh,2020,4,160015,14608
1267,chandigarh,2020,4,160030,14336
1268,chandigarh,2020,4,160011,14092
1269,chandigarh,2020,4,160019,13806
1270,chandigarh,2021,1,160101,59366
1271,chandigarh,2021,1,160002,51384
1272,chandigarh,2021,1,160036,44518
1273,chandigarh,2021,1,160047,42473
1274,chandigarh,2021,1,160022,32441
1275,chandigarh,2021,1,160014,29983
1276,chandigarh,2021,1,160015,15642
1277,chandigarh,2021,1,160030,15357
1278,chandigarh,2021,1,160011,14949
1279,chandigarh,2021,1,160019,14773
1280,chandigarh,2021,2,160101,63492
1281,chandigarh,2021,2,160002,54973
1282,chandigarh,2021,2,160036,47535
1283,chandigarh,2021,2,160047,45337
1284,chandigarh,2021,2,160022,34573
1285,chandigarh,2021,2,160014,32068
1286,chandigarh,2021,2,160015,16673
1287,chandigarh,2021,2,160030,16402
1288,chandigarh,2021,2,160011,15925
1289,chandigarh,2021,2,160019,15784
1290,chandigarh,2021,3,160101,68033
1291,chandigarh,2021,3,160002,58992
1292,chandigarh,2021,3,160036,50920
1293,chandigarh,2021,3,160047,48505
1294,chandigarh,2021,3,160022,36978
1295,chandigarh,2021,3,160014,34469
1296,chandigarh,2021,3,160015,17785
1297,chandigarh,2021,3,160030,17596
1298,chandigarh,2021,3,160011,16987
1299,chandigarh,2021,3,160019,16871
1300,chandigarh,2021,4,160101,72637
1301,chandigarh,2021,4,160002,62969
1302,chandigarh,2021,4,160036,54223
1303,chandigarh,2021,4,160047,51660
1304,chandigarh,2021,4,160022,39282
1305,chandigarh,2021,4,160014,36857
1306,chandigarh,2021,4,160015,18899
1307,chandigarh,2021,4,160030,18735
1308,chandigarh,2021,4,160011,18061
1309,chandigarh,2021,4,160019,17944
1310,chandigarh,2022,1,160101,76960
1311,chandigarh,2022,1,160002,66680
1312,chandigarh,2022,1,160036,57265
1313,chandigarh,2022,1,160047,54598
1314,chandigarh,2022,1,160022,41445
1315,chandigarh,2022,1,160014,39045
1316,chandigarh,2022,1,160015,19940
1317,chandigarh,2022,1,160030,19799
1318,chandigarh,2022,1,160011,19085
1319,chandigarh,2022,1,160019,18943
1320,chandigarh,2022,2,160101,81030
1321,chandigarh,2022,2,160002,70202
1322,chandigarh,2022,2,160036,60207
1323,chandigarh,2022,2,160047,57439
1324,chandigarh,2022,2,160022,43479
1325,chandigarh,2022,2,160014,41121
1326,chandigarh,2022,2,160015,20944
1327,chandigarh,2022,2,160030,20822
1328,chandigarh,2022,2,160011,20043
1329,chandigarh,2022,2,160019,19907
1330,chandigarh,2022,3,160101,85368
1331,chandigarh,2022,3,160002,73870
1332,chandigarh,2022,3,160036,63231
1333,chandigarh,2022,3,160047,60295
1334,chandigarh,2022,3,160022,45609
1335,chandigarh,2022,3,160014,43314
1336,chandigarh,2022,3,160015,21953
1337,chandigarh,2022,3,160030,21889
1338,chandigarh,2022,3,160011,21003
1339,chandigarh,2022,3,160019,20886
1340,chandigarh,2022,4,160101,89650
1341,chandigarh,2022,4,160002,77592
1342,chandigarh,2022,4,160036,66174
1343,chandigarh,2022,4,160047,63191
1344,chandigarh,2022,4,160022,47654
1345,chandigarh,2022,4,160014,45488
1346,chandigarh,2022,4,160015,22959
1347,chandigarh,2022,4,160030,22922
1348,chandigarh,2022,4,160011,22005
1349,chandigarh,2022,4,160019,21875
1350,chandigarh,2023,1,160101,93655
1351,chandigarh,2023,1,160002,81021
1352,chandigarh,2023,1,160036,68977
1353,chandigarh,2023,1,160047,65836
1354,chandigarh,2023,1,160022,49605
1355,chandigarh,2023,1,160014,47548
1356,chandigarh,2023,1,160030,23910
1357,chandigarh,2023,1,160015,23885
1358,chandigarh,2023,1,160011,22909
1359,chandigarh,2023,1,160019,22767
1360,chandigarh,2023,2,160101,97213
1361,chandigarh,2023,2,160002,84151
1362,chandigarh,2023,2,160036,71473
1363,chandigarh,2023,2,160047,68217
1364,chandigarh,2023,2,160022,51332
1365,chandigarh,2023,2,160014,49435
1366,chandigarh,2023,2,160030,24769
1367,chandigarh,2023,2,160015,24711
1368,chandigarh,2023,2,160011,23730
1369,chandigarh,2023,2,160019,23569
1370,chandigarh,2023,3,160101,100857
1371,chandigarh,2023,3,160002,87417
1372,chandigarh,2023,3,160036,74155
1373,chandigarh,2023,3,160047,70803
1374,chandigarh,2023,3,160022,53191
1375,chandigarh,2023,3,160014,51386
1376,chandigarh,2023,3,160030,25743
1377,chandigarh,2023,3,160015,25596
1378,chandigarh,2023,3,160011,24560
1379,chandigarh,2023,3,160025,24439
1380,chhattisgarh,2018,1,492001,33697
1381,chhattisgarh,2018,1,495001,31414
1382,chhattisgarh,2018,1,497001,17641
1383,chhattisgarh,2018,1,491001,16037
1384,chhattisgarh,2018,1,496005,14858
1385,chhattisgarh,2018,1,490023,14149
1386,chhattisgarh,2018,1,490006,13820
1387,chhattisgarh,2018,1,491441,13502
1388,chhattisgarh,2018,1,492009,12380
1389,chhattisgarh,2018,1,495450,11340
1390,chhattisgarh,2018,2,492001,46075
1391,chhattisgarh,2018,2,495001,42241
1392,chhattisgarh,2018,2,497001,24183
1393,chhattisgarh,2018,2,491001,21986
1394,chhattisgarh,2018,2,496005,20104
1395,chhattisgarh,2018,2,490023,19029
1396,chhattisgarh,2018,2,491441,18770
1397,chhattisgarh,2018,2,490006,18260
1398,chhattisgarh,2018,2,492009,16914
1399,chhattisgarh,2018,2,495450,15410
1400,chhattisgarh,2018,3,492001,56931
1401,chhattisgarh,2018,3,495001,51338
1402,chhattisgarh,2018,3,497001,31248
1403,chhattisgarh,2018,3,491001,26913
1404,chhattisgarh,2018,3,496005,24939
1405,chhattisgarh,2018,3,491441,23726
1406,chhattisgarh,2018,3,490023,22719
1407,chhattisgarh,2018,3,490006,21320
1408,chhattisgarh,2018,3,492009,20833
1409,chhattisgarh,2018,3,495450,19323
1410,chhattisgarh,2018,4,492001,70803
1411,chhattisgarh,2018,4,495001,63849
1412,chhattisgarh,2018,4,497001,39828
1413,chhattisgarh,2018,4,491001,33311
1414,chhattisgarh,2018,4,496005,31493
1415,chhattisgarh,2018,4,491441,29687
1416,chhattisgarh,2018,4,490023,27817
1417,chhattisgarh,2018,4,492009,26001
1418,chhattisgarh,2018,4,490006,25695
1419,chhattisgarh,2018,4,495450,24526
1420,chhattisgarh,2019,1,492001,86083
1421,chhattisgarh,2019,1,495001,75175
1422,chhattisgarh,2019,1,497001,47425
1423,chhattisgarh,2019,1,491001,40489
1424,chhattisgarh,2019,1,496005,37229
1425,chhattisgarh,2019,1,491441,35384
1426,chhattisgarh,2019,1,490023,33849
1427,chhattisgarh,2019,1,492009,32208
1428,chhattisgarh,2019,1,490006,30575
1429,chhattisgarh,2019,1,495450,28696
1430,chhattisgarh,2019,2,492001,101202
1431,chhattisgarh,2019,2,495001,83752
1432,chhattisgarh,2019,2,497001,53805
1433,chhattisgarh,2019,2,491001,47000
1434,chhattisgarh,2019,2,496005,41612
1435,chhattisgarh,2019,2,491441,40731
1436,chhattisgarh,2019,2,490023,38778
1437,chhattisgarh,2019,2,492009,37269
1438,chhattisgarh,2019,2,490006,34533
1439,chhattisgarh,2019,2,495450,31991
1440,chhattisgarh,2019,3,492001,114627
1441,chhattisgarh,2019,3,495001,91881
1442,chhattisgarh,2019,3,497001,60207
1443,chhattisgarh,2019,3,491001,53426
1444,chhattisgarh,2019,3,496005,45607
1445,chhattisgarh,2019,3,491441,45344
1446,chhattisgarh,2019,3,490023,43443
1447,chhattisgarh,2019,3,492009,41984
1448,chhattisgarh,2019,3,490006,38436
1449,chhattisgarh,2019,3,495450,35125
1450,chhattisgarh,2019,4,492001,126984
1451,chhattisgarh,2019,4,495001,101245
1452,chhattisgarh,2019,4,497001,67647
1453,chhattisgarh,2019,4,491001,59454
1454,chhattisgarh,2019,4,491441,50228
1455,chhattisgarh,2019,4,496005,49927
1456,chhattisgarh,2019,4,490023,47785
1457,chhattisgarh,2019,4,492009,46345
1458,chhattisgarh,2019,4,490006,42008
1459,chhattisgarh,2019,4,495450,38901
1460,chhattisgarh,2020,1,492001,140048
1461,chhattisgarh,2020,1,495001,110715
1462,chhattisgarh,2020,1,497001,74566
1463,chhattisgarh,2020,1,491001,65631
1464,chhattisgarh,2020,1,491441,55399
1465,chhattisgarh,2020,1,496005,54386
1466,chhattisgarh,2020,1,490023,52266
1467,chhattisgarh,2020,1,492009,51146
1468,chhattisgarh,2020,1,490006,45425
1469,chhattisgarh,2020,1,495450,42930
1470,chhattisgarh,2020,2,492001,151787
1471,chhattisgarh,2020,2,495001,120117
1472,chhattisgarh,2020,2,497001,83017
1473,chhattisgarh,2020,2,491001,72228
1474,chhattisgarh,2020,2,491441,62172
1475,chhattisgarh,2020,2,496005,59452
1476,chhattisgarh,2020,2,490023,56411
1477,chhattisgarh,2020,2,492009,55679
1478,chhattisgarh,2020,2,490006,48734
1479,chhattisgarh,2020,2,495450,47509
1480,chhattisgarh,2020,3,492001,164803
1481,chhattisgarh,2020,3,495001,131279
1482,chhattisgarh,2020,3,497001,92438
1483,chhattisgarh,2020,3,491001,79505
1484,chhattisgarh,2020,3,491441,69637
1485,chhattisgarh,2020,3,496005,65408
1486,chhattisgarh,2020,3,490023,61657
1487,chhattisgarh,2020,3,492009,60889
1488,chhattisgarh,2020,3,490006,52709
1489,chhattisgarh,2020,3,495450,52395
1490,chhattisgarh,2020,4,492001,178877
1491,chhattisgarh,2020,4,495001,143559
1492,chhattisgarh,2020,4,497001,101713
1493,chhattisgarh,2020,4,491001,87076
1494,chhattisgarh,2020,4,491441,77139
1495,chhattisgarh,2020,4,496005,71047
1496,chhattisgarh,2020,4,490023,67026
1497,chhattisgarh,2020,4,492009,66591
1498,chhattisgarh,2020,4,495450,57457
1499,chhattisgarh,2020,4,490006,57129
1500,chhattisgarh,2021,1,492001,192280
1501,chhattisgarh,2021,1,495001,154709
1502,chhattisgarh,2021,1,497001,109875
1503,chhattisgarh,2021,1,491001,93667
1504,chhattisgarh,2021,1,491441,83189
1505,chhattisgarh,2021,1,496005,76306
1506,chhattisgarh,2021,1,490023,71859
1507,chhattisgarh,2021,1,492009,71684
1508,chhattisgarh,2021,1,495450,61932
1509,chhattisgarh,2021,1,494001,61107
1510,chhattisgarh,2021,2,492001,205399
1511,chhattisgarh,2021,2,495001,165049
1512,chhattisgarh,2021,2,497001,117695
1513,chhattisgarh,2021,2,491001,99908
1514,chhattisgarh,2021,2,491441,88935
1515,chhattisgarh,2021,2,496005,81517
1516,chhattisgarh,2021,2,492009,76560
1517,chhattisgarh,2021,2,490023,76521
1518,chhattisgarh,2021,2,495450,66184
1519,chhattisgarh,2021,2,494001,65456
1520,chhattisgarh,2021,3,492001,219691
1521,chhattisgarh,2021,3,495001,176348
1522,chhattisgarh,2021,3,497001,126575
1523,chhattisgarh,2021,3,491001,106903
1524,chhattisgarh,2021,3,491441,95381
1525,chhattisgarh,2021,3,496005,87358
1526,chhattisgarh,2021,3,492009,81992
1527,chhattisgarh,2021,3,490023,81694
1528,chhattisgarh,2021,3,495450,70959
1529,chhattisgarh,2021,3,494001,70221
1530,chhattisgarh,2021,4,492001,234198
1531,chhattisgarh,2021,4,495001,187901
1532,chhattisgarh,2021,4,497001,135215
1533,chhattisgarh,2021,4,491001,113772
1534,chhattisgarh,2021,4,491441,101670
1535,chhattisgarh,2021,4,496005,93194
1536,chhattisgarh,2021,4,492009,87424
1537,chhattisgarh,2021,4,490023,86886
1538,chhattisgarh,2021,4,495450,75706
1539,chhattisgarh,2021,4,494001,74989
1540,chhattisgarh,2022,1,492001,247599
1541,chhattisgarh,2022,1,495001,198702
1542,chhattisgarh,2022,1,497001,143644
1543,chhattisgarh,2022,1,491001,120368
1544,chhattisgarh,2022,1,491441,107760
1545,chhattisgarh,2022,1,496005,98838
1546,chhattisgarh,2022,1,492009,92386
1547,chhattisgarh,2022,1,490023,91792
1548,chhattisgarh,2022,1,495450,80200
1549,chhattisgarh,2022,1,494001,79440
1550,chhattisgarh,2022,2,492001,260351
1551,chhattisgarh,2022,2,495001,209069
1552,chhattisgarh,2022,2,497001,151503
1553,chhattisgarh,2022,2,491001,126583
1554,chhattisgarh,2022,2,491441,113505
1555,chhattisgarh,2022,2,496005,104122
1556,chhattisgarh,2022,2,492009,97149
1557,chhattisgarh,2022,2,490023,96605
1558,chhattisgarh,2022,2,495450,84459
1559,chhattisgarh,2022,2,494001,83653
1560,chhattisgarh,2022,3,492001,273586
1561,chhattisgarh,2022,3,495001,219881
1562,chhattisgarh,2022,3,497001,159641
1563,chhattisgarh,2022,3,491001,133077
1564,chhattisgarh,2022,3,491441,119363
1565,chhattisgarh,2022,3,496005,109817
1566,chhattisgarh,2022,3,492009,102118
1567,chhattisgarh,2022,3,490023,101541
1568,chhattisgarh,2022,3,495450,88925
1569,chhattisgarh,2022,3,494001,88104
1570,chhattisgarh,2022,4,492001,286884
1571,chhattisgarh,2022,4,495001,230659
1572,chhattisgarh,2022,4,497001,167148
1573,chhattisgarh,2022,4,491001,139295
1574,chhattisgarh,2022,4,491441,124619
1575,chhattisgarh,2022,4,496005,115217
1576,chhattisgarh,2022,4,492009,107033
1577,chhattisgarh,2022,4,490023,106532
1578,chhattisgarh,2022,4,495450,93326
1579,chhattisgarh,2022,4,494001,92244
1580,chhattisgarh,2023,1,492001,299741
1581,chhattisgarh,2023,1,495001,241101
1582,chhattisgarh,2023,1,497001,175004
1583,chhattisgarh,2023,1,491001,145556
1584,chhattisgarh,2023,1,491441,130250
1585,chhattisgarh,2023,1,496005,120618
1586,chhattisgarh,2023,1,492009,111857
1587,chhattisgarh,2023,1,490023,111318
1588,chhattisgarh,2023,1,495450,97597
1589,chhattisgarh,2023,1,494001,96517
1590,chhattisgarh,2023,2,492001,310425
1591,chhattisgarh,2023,2,495001,249785
1592,chhattisgarh,2023,2,497001,182451
1593,chhattisgarh,2023,2,491001,151138
1594,chhattisgarh,2023,2,491441,135501
1595,chhattisgarh,2023,2,496005,125306
1596,chhattisgarh,2023,2,492009,115855
1597,chhattisgarh,2023,2,490023,115541
1598,chhattisgarh,2023,2,495450,101392
1599,chhattisgarh,2023,2,494001,100315
1600,chhattisgarh,2023,3,492001,322356
1601,chhattisgarh,2023,3,495001,259634
1602,chhattisgarh,2023,3,497001,189873
1603,chhattisgarh,2023,3,491001,157089
1604,chhattisgarh,2023,3,491441,140800
1605,chhattisgarh,2023,3,496005,130435
1606,chhattisgarh,2023,3,492009,120315
1607,chhattisgarh,2023,3,490023,119960
1608,chhattisgarh,2023,3,495450,105476
1609,chhattisgarh,2023,3,494001,104414
1610,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396230,26888
1611,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396210,12153
1612,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396215,6390
1613,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396235,5140
1614,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362520,1330
1615,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362571,767
1616,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362540,365
1617,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396220,134
1618,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362570,91
1619,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396230,36053
1620,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396210,16275
1621,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396215,8687
1622,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396235,7032
1623,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362520,1728
1624,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362571,930
1625,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362540,463
1626,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396220,182
1627,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362570,108
1628,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396230,46381
1629,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396210,20999
1630,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396215,11408
1631,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396235,9245
1632,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362520,2056
1633,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362571,1076
1634,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362540,573
1635,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396220,244
1636,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362570,125
1637,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396230,58055
1638,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396210,27039
1639,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396215,14722
1640,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396235,11778
1641,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362520,2456
1642,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362571,1336
1643,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362540,686
1644,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396220,308
1645,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362570,131
1646,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396230,69568
1647,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396210,32703
1648,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396215,18018
1649,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396235,14419
1650,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362520,2879
1651,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362571,1582
1652,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362540,842
1653,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396220,372
1654,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362570,149
1655,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396230,78132
1656,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396210,37160
1657,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396215,20428
1658,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396235,16250
1659,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362520,3291
1660,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362571,1785
1661,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362540,947
1662,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396220,417
1663,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362570,170
1664,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396230,87039
1665,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396210,41395
1666,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396215,22996
1667,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396235,18290
1668,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362520,3618
1669,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362571,1908
1670,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362540,1044
1671,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396220,463
1672,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362570,176
1673,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396230,97116
1674,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396210,46041
1675,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396215,25932
1676,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396235,20689
1677,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362520,3953
1678,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362571,2041
1679,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362540,1138
1680,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396220,497
1681,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362570,191
1682,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396230,107112
1683,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396210,50829
1684,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396215,28959
1685,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396235,23143
1686,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362520,4269
1687,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362571,2223
1688,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362540,1217
1689,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396220,541
1690,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362570,203
1691,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396230,119858
1692,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396210,56796
1693,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396215,32569
1694,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396235,26145
1695,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362520,4635
1696,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362571,2541
1697,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362540,1398
1698,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396220,651
1699,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362570,221
1700,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396230,131460
1701,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396210,61967
1702,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396215,35428
1703,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396235,28723
1704,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362520,5010
1705,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362571,2821
1706,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362540,1581
1707,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396220,713
1708,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362570,243
1709,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396230,145541
1710,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396210,68594
1711,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396215,39109
1712,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396235,31891
1713,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362520,5447
1714,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362571,3079
1715,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362540,1750
1716,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396220,808
1717,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362570,274
1718,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396230,157679
1719,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396210,74340
1720,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396215,42510
1721,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396235,34583
1722,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362520,5885
1723,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362571,3337
1724,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362540,1890
1725,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396220,878
1726,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362570,294
1727,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396230,169433
1728,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396210,79673
1729,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396215,45646
1730,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396235,37083
1731,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362520,6307
1732,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362571,3577
1733,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362540,2027
1734,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396220,939
1735,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362570,309
1736,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396230,182708
1737,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396210,85704
1738,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396215,49261
1739,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396235,40023
1740,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362520,6787
1741,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362571,3850
1742,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362540,2189
1743,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396220,1011
1744,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362570,341
1745,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396230,196135
1746,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396210,91807
